id,prob_is_fake,y_pred,y_true
101,0.69794834,1,1.0
102,0.72151977,1,1.0
103,0.69794834,1,1.0
104,0.72151977,1,1.0
105,0.69794834,1,1.0
106,0.72151977,1,1.0
107,0.69794834,1,1.0
108,0.69794834,1,1.0
109,0.69794834,1,1.0
110,0.69794834,1,1.0
111,0.69794834,1,1.0
112,0.69794834,1,1.0
113,0.72151977,1,1.0
114,0.72151977,1,1.0
115,0.69794834,1,1.0
116,0.69794834,1,1.0
117,0.72151977,1,1.0
118,0.69794834,1,1.0
119,0.72151977,1,1.0
120,0.69794834,1,1.0
121,0.72151977,1,1.0
122,0.69794834,1,1.0
123,0.72151977,1,1.0
124,0.502944,1,1.0
125,0.502944,1,1.0
126,0.69794834,1,1.0
127,0.69794834,1,1.0
128,0.69794834,1,1.0
129,0.69794834,1,1.0
130,0.69794834,1,1.0
131,0.72151977,1,1.0
232,0.69794834,1,1.0
233,0.72151977,1,1.0
234,0.69794834,1,1.0
235,0.72151977,1,1.0
236,0.69794834,1,1.0
237,0.72151977,1,1.0
238,0.69794834,1,1.0
239,0.69794834,1,1.0
240,0.72151977,1,1.0
241,0.72151977,1,1.0
242,0.69794834,1,1.0
243,0.69794834,1,1.0
244,0.72151977,1,1.0
245,0.69794834,1,1.0
246,0.72151977,1,1.0
247,0.69794834,1,1.0
248,0.72151977,1,1.0
249,0.69794834,1,1.0
250,0.72151977,1,1.0
251,0.69794834,1,1.0
252,0.72151977,1,1.0
253,0.502944,1,1.0
254,0.502944,1,1.0
255,0.502944,1,1.0
256,0.502944,1,1.0
257,0.502944,1,1.0
258,0.502944,1,1.0
259,0.69794834,1,1.0
260,0.69794834,1,1.0
261,0.69794834,1,1.0
262,0.69794834,1,1.0
263,0.69794834,1,1.0
264,0.72151977,1,1.0
265,0.69794834,1,1.0
266,0.72151977,1,1.0
509,0.69794834,1,1.0
510,0.72151977,1,1.0
511,0.502944,1,1.0
512,0.502944,1,1.0
513,0.72151977,1,1.0
514,0.69794834,1,1.0
515,0.69794834,1,1.0
516,0.72151977,1,1.0
517,0.69794834,1,1.0
518,0.72151977,1,1.0
519,0.72151977,1,1.0
520,0.69794834,1,1.0
521,0.69794834,1,1.0
522,0.72151977,1,1.0
651,0.72151977,1,1.0
652,0.69794834,1,1.0
653,0.72151977,1,1.0
654,0.72151977,1,1.0
655,0.72151977,1,1.0
656,0.502944,1,1.0
657,0.502944,1,1.0
658,0.72151977,1,1.0
659,0.69794834,1,1.0
660,0.69794834,1,1.0
661,0.69794834,1,1.0
662,0.69794834,1,1.0
663,0.69794834,1,1.0
664,0.72151977,1,1.0
665,0.69794834,1,1.0
666,0.69794834,1,1.0
667,0.72151977,1,1.0
668,0.72151977,1,1.0
669,0.69794834,1,1.0
670,0.72151977,1,1.0
671,0.69794834,1,1.0
1334,0.69794834,1,1.0
1335,0.72151977,1,1.0
1336,0.69794834,1,1.0
1337,0.69794834,1,1.0
1338,0.72151977,1,1.0
1339,0.69794834,1,1.0
1340,0.72151977,1,1.0
1341,0.69794834,1,1.0
1342,0.72151977,1,1.0
1343,0.69794834,1,1.0
1344,0.72151977,1,1.0
1345,0.69794834,1,1.0
1346,0.72151977,1,1.0
1347,0.69794834,1,1.0
1348,0.72151977,1,1.0
1349,0.72151977,1,1.0
1350,0.72151977,1,1.0
1351,0.502944,1,1.0
1352,0.502944,1,1.0
1353,0.69794834,1,1.0
1354,0.72151977,1,1.0
1355,0.72151977,1,1.0
1356,0.69794834,1,1.0
1357,0.69794834,1,1.0
1358,0.72151977,1,1.0
1359,0.69794834,1,1.0
1360,0.72151977,1,1.0
1672,0.69794834,1,1.0
1673,0.72151977,1,1.0
1674,0.69794834,1,1.0
1675,0.69794834,1,1.0
1676,0.72151977,1,1.0
1677,0.69794834,1,1.0
