id,prob_is_fake,y_pred,y_true
74,0.50241005,1,1.0
136,0.5004134,1,1.0
144,0.5004134,1,1.0
146,0.5004134,1,1.0
183,0.50241005,1,1.0
189,0.50241005,1,1.0
261,0.5004134,1,1.0
268,0.50241005,1,1.0
274,0.50241005,1,1.0
283,0.50241005,1,1.0
302,0.50241005,1,1.0
356,0.5004134,1,1.0
403,0.5004134,1,1.0
438,0.5004134,1,1.0
443,0.5004134,1,1.0
447,0.5004134,1,1.0
463,0.5004134,1,1.0
466,0.5004134,1,1.0
521,0.5004134,1,1.0
528,0.5004134,1,1.0
622,0.50241005,1,1.0
649,0.50241005,1,1.0
680,0.50241005,1,1.0
695,0.50241005,1,1.0
733,0.50241005,1,1.0
780,0.50241005,1,1.0
812,0.50241005,1,1.0
885,0.5004134,1,1.0
901,0.5004134,1,1.0
924,0.5004134,1,1.0
962,0.5004134,1,1.0
965,0.5004134,1,1.0
966,0.5004134,1,1.0
968,0.5014693,1,1.0
970,0.5004134,1,1.0
973,0.5004134,1,1.0
975,0.5004134,1,1.0
1029,0.50241005,1,1.0
1035,0.5004134,1,1.0
1068,0.5004134,1,1.0
1073,0.5004134,1,1.0
1087,0.5014693,1,1.0
1098,0.5004134,1,1.0
1139,0.5004134,1,1.0
1152,0.5014693,1,1.0
1172,0.5004134,1,1.0
1182,0.5004134,1,1.0
1249,0.50241005,1,1.0
1263,0.5004134,1,1.0
1268,0.50241005,1,1.0
1294,0.50241005,1,1.0
1299,0.50241005,1,1.0
1346,0.5004134,1,1.0
1370,0.5004134,1,1.0
1411,0.5004134,1,1.0
1417,0.5004134,1,1.0
1440,0.5004134,1,1.0
1528,0.50241005,1,1.0
1534,0.5004134,1,1.0
1559,0.50241005,1,1.0
1668,0.5004134,1,1.0
1726,0.5004134,1,1.0
1729,0.50241005,1,1.0
1751,0.50241005,1,1.0
1787,0.50241005,1,1.0
1800,0.50241005,1,1.0
1805,0.50241005,1,1.0
1859,0.5004134,1,1.0
1878,0.5004134,1,1.0
1933,0.5004134,1,1.0
1954,0.5004134,1,1.0
2020,0.50241005,1,1.0
2064,0.50241005,1,1.0
2085,0.5004134,1,1.0
2101,0.5014693,1,1.0
2154,0.5004134,1,1.0
2162,0.5004134,1,1.0
2174,0.50241005,1,1.0
2187,0.50241005,1,1.0
2199,0.50241005,1,1.0
2270,0.5004134,1,1.0
2318,0.5004134,1,1.0
2350,0.5004134,1,1.0
2355,0.5004134,1,1.0
2368,0.5004134,1,1.0
2377,0.5004134,1,1.0
2402,0.50241005,1,1.0
2439,0.5004134,1,1.0
2446,0.5004134,1,1.0
2475,0.5004134,1,1.0
2481,0.5004134,1,1.0
2523,0.5004134,1,1.0
2524,0.5004134,1,1.0
2537,0.50241005,1,1.0
2560,0.5004134,1,1.0
2569,0.5004134,1,1.0
2581,0.5004134,1,1.0
2604,0.5004134,1,1.0
2608,0.5004134,1,1.0
2613,0.5004134,1,1.0
2621,0.5004134,1,1.0
2657,0.50241005,1,1.0
2658,0.50241005,1,1.0
2666,0.50241005,1,1.0
2703,0.5004134,1,1.0
2776,0.5004134,1,1.0
2789,0.50241005,1,1.0
2818,0.5004134,1,1.0
2858,0.5004134,1,1.0
2861,0.5004134,1,1.0
2874,0.50241005,1,1.0
2911,0.50241005,1,1.0
2916,0.5004134,1,1.0
2933,0.5004134,1,1.0
2937,0.5014693,1,1.0
2943,0.5004134,1,1.0
2949,0.50241005,1,1.0
2958,0.5004134,1,1.0
2973,0.5004134,1,1.0
2975,0.5004134,1,1.0
2998,0.5004134,1,1.0
3035,0.5004134,1,1.0
3055,0.5004134,1,1.0
3059,0.5004134,1,1.0
3112,0.5014693,1,1.0
3118,0.50241005,1,1.0
3121,0.5004134,1,1.0
3157,0.50241005,1,1.0
3178,0.50241005,1,1.0
3184,0.50241005,1,1.0
3228,0.5004134,1,1.0
3294,0.50241005,1,1.0
3322,0.50241005,1,1.0
3366,0.50241005,1,1.0
3377,0.50241005,1,1.0
3386,0.50241005,1,1.0
3394,0.50241005,1,1.0
3419,0.50241005,1,1.0
3445,0.50241005,1,1.0
3450,0.50241005,1,1.0
3465,0.50241005,1,1.0
3541,0.50241005,1,1.0
3620,0.50241005,1,1.0
3622,0.50241005,1,1.0
3657,0.50241005,1,1.0
3670,0.50241005,1,1.0
3714,0.50241005,1,1.0
3749,0.50241005,1,1.0
3783,0.50241005,1,1.0
3873,0.5004134,1,1.0
3940,0.50241005,1,1.0
3943,0.50241005,1,1.0
3979,0.50241005,1,1.0
3997,0.50241005,1,1.0
4002,0.50241005,1,1.0
4008,0.50241005,1,1.0
4048,0.50241005,1,1.0
4140,0.50241005,1,1.0
4159,0.50241005,1,1.0
4165,0.50241005,1,1.0
4188,0.50241005,1,1.0
4198,0.50241005,1,1.0
4257,0.50241005,1,1.0
