feature,importance
value44,0.179688
value28,0.07513418
value16,0.07452572
value11,0.07437416
value6,0.058206186
value26,0.04900547
value43,0.047361452
value14,0.04626056
value39,0.03195337
value17,0.03103895
value18,0.027520102
value47,0.026959201
value5,0.026396027
value13,0.025890315
value22,0.023355119
value25,0.022658255
value29,0.020940842
value23,0.017185612
value41,0.01618854
value2,0.01513793
value36,0.013023283
value8,0.011533454
value40,0.009775871
value46,0.008367877
value30,0.006720495
value7,0.0064665326
value4,0.0055076606
value48,0.004839885
value42,0.0045773946
value45,0.0042392877
value32,0.0041918615
value12,0.0040902896
value37,0.0038592147
value1,0.0037870116
value21,0.0033748024
value19,0.003282197
value9,0.003225884
value35,0.0030909174
value34,0.0029726108
value20,0.0016058675
value10,0.0010060845
value33,0.0005148238
value27,0.00016669367
value0,0.0
value38,0.0
value31,0.0
value15,0.0
value3,0.0
value24,0.0
