feature,importance
value306,0.05366004
value103,0.038321037
value122,0.028898448
value134,0.025417572
value305,0.025103744
value165,0.0246515
value203,0.024612257
value226,0.024520027
value101,0.020531494
value128,0.020187955
value135,0.018307392
volume,0.018241514
value201,0.017926263
value311,0.016939957
value197,0.015822155
value198,0.014586372
value254,0.014443568
value285,0.014198412
value102,0.014020733
value31,0.013849203
value200,0.013693351
value295,0.013642117
value129,0.013522674
value130,0.012932612
value118,0.012535413
value81,0.0119584445
value266,0.01153942
value127,0.011445947
value132,0.011355035
value277,0.0110704955
value194,0.010971872
value60,0.01066814
value189,0.010518598
value202,0.01047622
value94,0.010376595
value304,0.010233657
value90,0.010168334
value120,0.009351375
value195,0.00928396
value174,0.008995863
value69,0.008886518
value291,0.008489606
value196,0.008426425
value57,0.008374022
value5,0.008202215
value253,0.008088862
value68,0.007519011
value88,0.0073651928
value51,0.0073145763
value274,0.007065164
value297,0.0069535654
value49,0.006676103
value19,0.006022368
value296,0.0060003083
value100,0.005922937
value2,0.005761804
value77,0.005744353
value131,0.0055756625
value175,0.0054439595
value294,0.005290791
value111,0.0050776103
value93,0.0047855694
value133,0.0047436752
value247,0.0044679292
value136,0.0040346244
value177,0.003799083
value180,0.0036854497
value106,0.0036228125
value17,0.0035973068
value8,0.0035139392
value176,0.0033230386
value61,0.0033113435
value121,0.0032833938
value173,0.003253602
value249,0.0031853633
value246,0.0031208668
value65,0.0030780975
value58,0.0030408169
value206,0.0030043742
value205,0.0029278363
value278,0.0028903114
value16,0.0028781963
value240,0.002863267
value183,0.0028112049
value80,0.0027740845
value59,0.0027272818
value97,0.0026407826
value141,0.0026228789
value170,0.002615497
value168,0.0025778627
value181,0.0025514378
value233,0.0024640367
value98,0.002461946
value50,0.0023918846
value238,0.002383505
value279,0.002364275
value70,0.0022890973
value39,0.002200414
value84,0.0021699253
value82,0.0021673648
value234,0.002116055
value230,0.002096122
value303,0.0020828475
value275,0.0020673675
value307,0.0020490137
value11,0.0019706825
value237,0.0019596273
value112,0.0019273148
value159,0.0019267284
value151,0.0019258789
value227,0.0017273267
value71,0.0017263845
value137,0.0017247447
value211,0.0016954533
value276,0.0016400075
value37,0.0016057693
value148,0.0016018115
value204,0.0016000265
value248,0.0015357508
value192,0.0015220545
value23,0.0015119417
value30,0.0014086087
value53,0.0014057291
value29,0.001390567
value262,0.00137859
value138,0.0013447579
value284,0.0012539495
value3,0.0012323025
value299,0.0011404225
value310,0.0011244117
value95,0.0010590029
value78,0.0010434599
value188,0.0010243445
value257,0.0010155857
value298,0.0010079356
value271,0.0009902751
value124,0.0009895033
value169,0.0009471895
value292,0.00094384333
value66,0.0009424767
value46,0.00093847833
value236,0.00092766836
value104,0.0009229559
value32,0.0008650213
value319,0.0008559354
value179,0.000838441
value290,0.00083843
value270,0.00081036723
value288,0.00080711127
value123,0.00073451025
value322,0.0
value321,0.0
value218,0.0
value217,0.0
value216,0.0
value215,0.0
value313,0.0
value320,0.0
value228,0.0
value314,0.0
value223,0.0
value219,0.0
value318,0.0
value317,0.0
value220,0.0
value229,0.0
value315,0.0
value225,0.0
value221,0.0
value222,0.0
value224,0.0
value316,0.0
value283,0.0
value309,0.0
value231,0.0
value232,0.0
value261,0.0
value293,0.0
value263,0.0
value264,0.0
value265,0.0
value213,0.0
value267,0.0
value268,0.0
value269,0.0
value289,0.0
value287,0.0
value272,0.0
value273,0.0
value286,0.0
value280,0.0
value281,0.0
value282,0.0
value260,0.0
value259,0.0
value258,0.0
value245,0.0
value312,0.0
value235,0.0
value239,0.0
value241,0.0
value242,0.0
value243,0.0
value244,0.0
value250,0.0
value256,0.0
value251,0.0
value252,0.0
value308,0.0
value302,0.0
value301,0.0
value300,0.0
value255,0.0
value214,0.0
value161,0.0
value212,0.0
value67,0.0
value44,0.0
value45,0.0
value47,0.0
value48,0.0
value52,0.0
value54,0.0
value55,0.0
value56,0.0
value62,0.0
value63,0.0
value64,0.0
value72,0.0
value42,0.0
value73,0.0
value74,0.0
value75,0.0
value76,0.0
value79,0.0
value83,0.0
value85,0.0
value86,0.0
value87,0.0
value89,0.0
value91,0.0
value43,0.0
value41,0.0
value210,0.0
value20,0.0
value1,0.0
value4,0.0
value6,0.0
value7,0.0
value9,0.0
value10,0.0
value12,0.0
value13,0.0
value14,0.0
value15,0.0
value18,0.0
value21,0.0
value40,0.0
value22,0.0
value24,0.0
value25,0.0
value26,0.0
value27,0.0
value28,0.0
value33,0.0
value34,0.0
value35,0.0
value36,0.0
value38,0.0
value92,0.0
value96,0.0
value99,0.0
value178,0.0
value157,0.0
value158,0.0
value160,0.0
value0,0.0
value162,0.0
value163,0.0
value164,0.0
value166,0.0
value167,0.0
value171,0.0
value172,0.0
value182,0.0
value105,0.0
value184,0.0
value185,0.0
value186,0.0
value187,0.0
value190,0.0
value191,0.0
value193,0.0
value199,0.0
value207,0.0
value208,0.0
value209,0.0
value156,0.0
value155,0.0
value154,0.0
value153,0.0
value107,0.0
value108,0.0
value109,0.0
value110,0.0
value113,0.0
value114,0.0
value115,0.0
value116,0.0
value117,0.0
value119,0.0
value125,0.0
value126,0.0
value139,0.0
value140,0.0
value142,0.0
value143,0.0
value144,0.0
value145,0.0
value146,0.0
value147,0.0
value149,0.0
value150,0.0
value152,0.0
value323,0.0
