feature,importance
value303,0.054273106
value302,0.03144433
value164,0.031330623
value292,0.025002062
value88,0.023267198
value60,0.023124456
value132,0.021153962
value100,0.020732244
value101,0.02036493
value202,0.019054154
volume,0.019046178
value251,0.01872363
value125,0.018520258
value196,0.018482164
value200,0.018134182
value308,0.01791335
value131,0.017749004
value199,0.016260471
value282,0.016091421
value126,0.015580015
value301,0.014342627
value274,0.014242201
value127,0.014200774
value99,0.014168275
value223,0.013653638
value57,0.013431347
value188,0.0132693825
value193,0.013150042
value115,0.013077094
value92,0.012925156
value51,0.012516482
value31,0.012271352
value68,0.0122076785
value69,0.011630919
value197,0.011575403
value124,0.0109446775
value246,0.01048289
value119,0.009999326
value293,0.00917395
value201,0.009171767
value2,0.0089662075
value291,0.008814645
value263,0.008641087
value20,0.0086057205
value129,0.0075901244
value195,0.0073815947
value98,0.007111139
value25,0.0070389435
value294,0.0070057153
value288,0.0065067597
value203,0.0061304164
value70,0.0060694683
value194,0.0059480765
value9,0.005915597
value93,0.0058360584
value174,0.005827393
value91,0.0054180017
value173,0.0051455745
value106,0.004521726
value61,0.004495338
value130,0.004487009
value176,0.0040814183
value90,0.004062065
value109,0.0040458106
value180,0.0039283014
value97,0.003863888
value12,0.0036718443
value276,0.0035588543
value237,0.0035410514
value128,0.0034510833
value300,0.0034213664
value118,0.0033736806
value96,0.003318044
value232,0.0032893256
value175,0.0032048991
value271,0.003193222
value80,0.0031426547
value158,0.0029803552
value243,0.0029160166
value163,0.0028546453
value58,0.0028210287
value250,0.0028205246
value18,0.0027714367
value117,0.0027431576
value133,0.002569003
value146,0.0025258197
value30,0.0025072997
value187,0.0024942495
value87,0.0024542843
value47,0.002397264
value281,0.0022601858
value275,0.0021231896
value149,0.0021093346
value138,0.0020271773
value167,0.0020085096
value198,0.0019717528
value32,0.0019545124
value8,0.0018845402
value3,0.0018433058
value121,0.0018420198
value268,0.0018393194
value37,0.0017945414
value205,0.0017913964
value267,0.0017648201
value230,0.001738486
value104,0.0016918699
value244,0.0016453475
value228,0.0016076406
value81,0.0015994477
value260,0.0015951755
value95,0.0015926606
value285,0.0015027979
value316,0.001435738
value17,0.0014276073
value135,0.0014079714
value234,0.0013893197
value165,0.0012879289
value178,0.0012113686
value65,0.0012099463
value172,0.0012012951
value224,0.001184765
value94,0.0011807948
value249,0.0011750449
value33,0.0011740538
value258,0.001173264
value273,0.001168766
value5,0.0011224011
value169,0.0011219276
value59,0.00109204
value192,0.0010920389
value66,0.001043552
value289,0.0010211742
value71,0.0010150694
value211,0.0010027693
value48,0.000971509
value83,0.00096954656
value103,0.0009533143
value182,0.00093471404
value168,0.0009190924
value231,0.0009053787
value36,0.00090308744
value15,0.0008860278
value307,0.0008643105
value179,0.00085856
value64,0.00081746856
value295,0.00078692025
value299,0.0007613216
value305,0.0
value304,0.0
value222,0.0
value225,0.0
value220,0.0
value226,0.0
value298,0.0
value297,0.0
value227,0.0
value221,0.0
value255,0.0
value219,0.0
value318,0.0
value213,0.0
value214,0.0
value215,0.0
value216,0.0
value217,0.0
value319,0.0
value218,0.0
value317,0.0
value296,0.0
value315,0.0
value314,0.0
value313,0.0
value312,0.0
value311,0.0
value310,0.0
value309,0.0
value306,0.0
value287,0.0
value290,0.0
value248,0.0
value269,0.0
value212,0.0
value265,0.0
value245,0.0
value264,0.0
value247,0.0
value262,0.0
value241,0.0
value261,0.0
value259,0.0
value257,0.0
value252,0.0
value253,0.0
value256,0.0
value242,0.0
value240,0.0
value254,0.0
value278,0.0
value286,0.0
value229,0.0
value284,0.0
value283,0.0
value280,0.0
value279,0.0
value277,0.0
value239,0.0
value233,0.0
value272,0.0
value235,0.0
value236,0.0
value270,0.0
value238,0.0
value266,0.0
value160,0.0
value210,0.0
value67,0.0
value45,0.0
value46,0.0
value49,0.0
value50,0.0
value52,0.0
value53,0.0
value54,0.0
value55,0.0
value56,0.0
value62,0.0
value63,0.0
value72,0.0
value209,0.0
value73,0.0
value74,0.0
value75,0.0
value76,0.0
value77,0.0
value78,0.0
value79,0.0
value82,0.0
value84,0.0
value85,0.0
value86,0.0
value44,0.0
value43,0.0
value42,0.0
value41,0.0
value1,0.0
value4,0.0
value6,0.0
value7,0.0
value10,0.0
value11,0.0
value13,0.0
value14,0.0
value16,0.0
value19,0.0
value21,0.0
value22,0.0
value23,0.0
value24,0.0
value26,0.0
value27,0.0
value28,0.0
value29,0.0
value34,0.0
value35,0.0
value38,0.0
value39,0.0
value40,0.0
value89,0.0
value102,0.0
value105,0.0
value153,0.0
value155,0.0
value156,0.0
value157,0.0
value159,0.0
value0,0.0
value161,0.0
value162,0.0
value166,0.0
value170,0.0
value171,0.0
value177,0.0
value181,0.0
value183,0.0
value184,0.0
value185,0.0
value186,0.0
value189,0.0
value190,0.0
value191,0.0
value204,0.0
value206,0.0
value207,0.0
value208,0.0
value154,0.0
value152,0.0
value107,0.0
value151,0.0
value108,0.0
value110,0.0
value111,0.0
value112,0.0
value113,0.0
value114,0.0
value116,0.0
value120,0.0
value122,0.0
value123,0.0
value134,0.0
value136,0.0
value137,0.0
value139,0.0
value140,0.0
value141,0.0
value142,0.0
value143,0.0
value144,0.0
value145,0.0
value147,0.0
value148,0.0
value150,0.0
value320,0.0
