feature,importance
value44,0.13344751
value18,0.08517117
value16,0.060702834
value11,0.05594624
value6,0.054671258
value14,0.05118243
value34,0.03548372
value39,0.03444653
value9,0.034374252
value37,0.03437407
value41,0.034018204
value2,0.030201694
value42,0.029654354
value28,0.029513735
value26,0.027664255
value45,0.026988482
value27,0.024657276
value8,0.024622556
value29,0.023622843
value30,0.02333444
value19,0.023268593
value10,0.019767687
value25,0.015506305
value40,0.014898073
value24,0.013679868
value22,0.012620761
value5,0.009153001
value47,0.006751317
value3,0.005456193
value12,0.0045298846
value1,0.004095406
value13,0.0037504875
value7,0.0037448404
value23,0.0034491958
value20,0.0017077747
value21,0.0010407794
value36,0.000747276
value17,0.00055859674
value46,0.00046525247
value35,0.00023882948
value43,0.00018643195
value48,0.000106821026
value4,7.688593e-05
value33,6.1000126e-05
value32,6.0874783e-05
value38,0.0
value31,0.0
value15,0.0
value0,0.0
