feature,importance
value43,0.09849692
value18,0.08484243
value11,0.06400495
value14,0.056666825
value8,0.05496803
value36,0.052077726
value27,0.05096594
value26,0.045964003
value2,0.044342678
value29,0.044080902
value7,0.033399764
value42,0.032039277
value44,0.031327374
value38,0.03010858
value41,0.02592901
value6,0.023811333
value39,0.023194665
value16,0.02240853
value17,0.021836663
value13,0.020357177
value10,0.018983642
value28,0.016215932
value9,0.013680059
value21,0.011245858
value12,0.0082703745
value5,0.007906369
value30,0.0076569812
value24,0.007425064
value23,0.006842345
value31,0.0060444693
value3,0.004803542
value32,0.0045556864
value22,0.0040750285
value19,0.0038188065
value47,0.00354452
value35,0.003284481
value34,0.0032708896
value40,0.0017694427
value46,0.0016452438
value20,0.0016440492
value4,0.0012520456
value1,0.00053310476
value45,0.00052291923
value25,0.00014746463
value33,3.8857226e-05
value37,0.0
value15,0.0
value0,0.0
