feature,importance
value100,0.03773324
value635,0.033190396
value723,0.030180853
value892,0.029849242
value107,0.02968844
value620,0.028035413
value137,0.027249437
value662,0.026473444
value727,0.025460389
value437,0.025259607
value721,0.025258556
value712,0.023575032
value443,0.022748614
value735,0.022362078
value548,0.02172346
value577,0.018860029
value472,0.017833771
value739,0.016438145
value708,0.011970888
value8,0.010808748
value802,0.010396174
value866,0.009736955
value638,0.009372731
value239,0.009297661
value74,0.008158403
value135,0.007821803
value849,0.0072426233
value656,0.006114433
fault_severity,0.00556334
value809,0.004761005
value93,0.004503596
value43,0.004484072
value132,0.0042606657
value844,0.0041680024
value806,0.004082758
value467,0.0039629233
value549,0.003879887
value0,0.0038760721
value231,0.003864681
value820,0.003706951
value141,0.0036846718
value791,0.003662939
value80,0.0035905533
value496,0.003574482
value444,0.003520169
value11,0.0034685791
value44,0.0034659167
value742,0.0034407347
value59,0.0034258578
value818,0.0033758674
value894,0.0033576493
value867,0.0033369353
value800,0.0033244845
value448,0.0032931773
value12,0.0032721832
value489,0.0031923053
value152,0.0031837714
value845,0.0031662595
value182,0.003163638
value85,0.00311195
value571,0.003083577
value161,0.0030415447
value175,0.0030327807
value815,0.0030299237
value814,0.0030113582
value579,0.0030009486
value884,0.0029913594
value290,0.0029895173
value744,0.002969845
value88,0.002874438
value32,0.0028154873
value582,0.0027983247
value817,0.0027589092
value576,0.002753924
value268,0.0027505967
value446,0.002745015
value165,0.0027431406
value468,0.0027425562
value666,0.0026673493
value891,0.002658543
value839,0.0026573099
value829,0.0026107575
value805,0.002597567
value789,0.0025192604
value64,0.002499397
value757,0.0024769856
value35,0.0024574008
value628,0.0024500887
value466,0.0024360772
value319,0.0024208082
value492,0.0024094153
value429,0.0023874436
value164,0.0023713065
value90,0.0023661319
value810,0.0023608725
value525,0.0023450106
value751,0.0023155939
value784,0.0023028667
value871,0.0022804576
value567,0.002279089
value403,0.0022759992
value343,0.0022671178
value130,0.002265296
value487,0.0022391875
value591,0.002232036
value7,0.002210321
value252,0.0022079796
value14,0.0022029993
value545,0.0022020768
value18,0.0021323073
value580,0.0021305808
value89,0.002124245
value563,0.0021151446
value397,0.0021022563
value652,0.0020925698
value801,0.0020630737
value763,0.0020562392
value831,0.0020198252
value536,0.0020183183
value432,0.0020145245
value749,0.0020117955
value740,0.0020067731
value173,0.0020052756
value249,0.0020021466
value406,0.0019965193
value34,0.0019937116
value426,0.001957227
value229,0.0019397675
value345,0.0019378869
value291,0.0019223107
value847,0.001916866
value743,0.0019008141
value709,0.0018960402
value358,0.0018866825
value50,0.00186489
value838,0.0018588929
value61,0.001839405
value836,0.0018341688
value222,0.0018164183
value354,0.0018019103
value731,0.0017662506
value27,0.0017399965
value584,0.0017376238
value453,0.0017320989
value138,0.0017229816
value3,0.0017193584
value321,0.0017174856
value689,0.0017146249
value490,0.0017141048
value369,0.0017112414
value42,0.0016943173
value87,0.0016830561
value861,0.0016768703
value261,0.0016748403
value307,0.0016563616
value19,0.0016388912
value129,0.0016375594
value804,0.0016351332
value461,0.0016176896
value878,0.001605937
value153,0.0016016732
value54,0.0015922625
value761,0.0015828946
value808,0.0015685828
value273,0.0015457977
value15,0.0015444666
value697,0.001542103
value691,0.001536451
value353,0.0015279674
value714,0.0015210238
value416,0.0015170723
value390,0.0015166057
value282,0.0015156181
value386,0.0015142974
value402,0.001509243
value38,0.0015078377
value463,0.0014927088
value717,0.0014909201
value811,0.0014856037
value876,0.001469208
value115,0.0014387764
value634,0.0014353179
value645,0.001423794
value284,0.0014198502
value699,0.0014045151
value405,0.0014023691
value200,0.0014015351
value317,0.001397828
value57,0.0013867157
value715,0.001385522
value587,0.0013834132
value419,0.0013813074
value398,0.0013806872
value188,0.0013792043
value120,0.0013777486
value385,0.0013773282
value75,0.0013771042
value856,0.001373214
value693,0.0013715562
value583,0.0013673098
value156,0.0013642269
value637,0.0013637034
value289,0.0013539849
value797,0.0013458189
value459,0.0013245099
value670,0.0013244024
value271,0.0013212931
value625,0.0013064886
value438,0.0012902288
value297,0.0012870488
value6,0.0012850824
value185,0.0012838567
value197,0.0012755672
value340,0.0012521602
value259,0.0012470906
value832,0.0012448546
value868,0.0012448073
value728,0.0012361057
value237,0.0012323016
value195,0.0012290844
value103,0.0011892446
value865,0.0011714412
value357,0.0011692973
value68,0.0011561494
value512,0.0011471852
value245,0.0011438308
value205,0.001135405
value879,0.0011172907
value139,0.0011026734
value799,0.0010969456
value157,0.0010857284
value30,0.0010709346
value323,0.0010613693
value264,0.0010590975
value550,0.0010562901
value391,0.0010509329
value346,0.0010492903
value504,0.0010430642
value144,0.0010422025
value45,0.0010329889
value718,0.0010309552
value633,0.0
value640,0.0
value641,0.0
value621,0.0
value544,0.0
value619,0.0
value618,0.0
value617,0.0
value642,0.0
value616,0.0
value643,0.0
value622,0.0
value615,0.0
value614,0.0
value613,0.0
value612,0.0
value546,0.0
value530,0.0
value564,0.0
value611,0.0
value639,0.0
value623,0.0
value534,0.0
value629,0.0
value531,0.0
value518,0.0
value632,0.0
value528,0.0
value562,0.0
value543,0.0
value631,0.0
value565,0.0
value890,0.0
value541,0.0
value624,0.0
value636,0.0
value529,0.0
value561,0.0
value519,0.0
value627,0.0
value626,0.0
value560,0.0
value535,0.0
value889,0.0
value630,0.0
value558,0.0
value566,0.0
value588,0.0
value596,0.0
value595,0.0
value594,0.0
value593,0.0
value592,0.0
value574,0.0
value521,0.0
value590,0.0
value552,0.0
value575,0.0
value893,0.0
value589,0.0
value532,0.0
value537,0.0
value556,0.0
value542,0.0
value523,0.0
value538,0.0
value586,0.0
value585,0.0
value557,0.0
value553,0.0
value522,0.0
value554,0.0
value581,0.0
value578,0.0
value598,0.0
value524,0.0
value539,0.0
value551,0.0
value527,0.0
value568,0.0
value610,0.0
value609,0.0
value608,0.0
value526,0.0
value569,0.0
value559,0.0
value607,0.0
value606,0.0
value605,0.0
value570,0.0
value604,0.0
value603,0.0
value547,0.0
value533,0.0
value602,0.0
value601,0.0
value600,0.0
value555,0.0
value572,0.0
value573,0.0
value520,0.0
value540,0.0
value599,0.0
value597,0.0
value702,0.0
value644,0.0
value794,0.0
value783,0.0
value785,0.0
value786,0.0
value787,0.0
value788,0.0
value790,0.0
value792,0.0
value793,0.0
value795,0.0
value819,0.0
value796,0.0
value798,0.0
value885,0.0
value803,0.0
value883,0.0
value807,0.0
value812,0.0
