feature,importance
value97,0.03835747
value626,0.03125861
value104,0.030859252
value736,0.030262697
value732,0.02917758
value875,0.027616214
value719,0.027246187
value668,0.026699137
value902,0.025257261
value437,0.024728956
value641,0.024547016
value553,0.02325712
value744,0.022288702
value729,0.022233909
value443,0.019924413
value133,0.019763904
value766,0.018561324
value748,0.018526096
value448,0.017917207
value583,0.015036486
value644,0.012866146
value7,0.011848434
value40,0.0083622085
value853,0.006822368
value135,0.006498127
value49,0.0063742446
value740,0.0060784784
value876,0.0051446846
value857,0.004927359
value813,0.0047103832
value816,0.004673602
fault_severity,0.0045863483
value753,0.004430059
value429,0.0042320597
value30,0.004063934
value568,0.004005123
value58,0.0039137118
value807,0.0037746965
value0,0.003677061
value822,0.0035194363
value662,0.0034705845
value12,0.0034606203
value751,0.0033145172
value149,0.0032409355
value856,0.0032304667
value130,0.0032100163
value248,0.0030991258
value227,0.0030804304
value11,0.0030584678
value811,0.0030206046
value178,0.0030109733
value576,0.0029880726
value139,0.0029046778
value71,0.002866033
value825,0.0028534038
value845,0.0028524068
value468,0.0028360197
value255,0.0028280718
value166,0.0028120088
value265,0.0027873884
value6,0.0027873623
value86,0.0027853597
value47,0.0027815462
value452,0.0027744393
value837,0.0027496184
value588,0.0027470218
value905,0.0027462067
value839,0.0027432877
value85,0.0026497578
value473,0.0026440432
value365,0.0026433414
value342,0.002642214
value398,0.0026014433
value490,0.0025972426
value901,0.0025738296
value551,0.002565919
value81,0.0025169407
value84,0.0024700817
value87,0.0024631794
value50,0.0024514855
value356,0.0024051454
value464,0.0024013598
value48,0.0023988285
value715,0.002352341
value798,0.0023209248
value90,0.0023103156
value757,0.0023077952
value827,0.0022974608
value82,0.0022892938
value527,0.0022855566
value396,0.0022756162
value881,0.002238927
value403,0.0022380822
value904,0.0022310417
value352,0.0022230356
value127,0.0022217766
value469,0.0022098452
value724,0.0021998752
value706,0.0021974635
value497,0.0021952267
value554,0.0021865612
value95,0.0021721094
value275,0.0021591967
value157,0.002154273
value672,0.0021416724
value33,0.0021059636
value16,0.0021021098
value37,0.0020839337
value771,0.0020766917
value599,0.002057152
value658,0.0020123576
value268,0.0019998432
value339,0.001992013
value8,0.0019843804
value824,0.001983847
value10,0.0019832726
value287,0.0019805303
value3,0.0019772185
value440,0.0019681458
value556,0.00196603
value899,0.0019560782
value447,0.0019439583
value455,0.001941292
value433,0.0019339445
value539,0.001931396
value752,0.0018875941
value734,0.001884017
value112,0.0018476686
value162,0.0018458402
value604,0.001840671
value42,0.0018348307
value806,0.0018330548
value738,0.0018295142
value288,0.0018162568
value217,0.0018095927
value721,0.0018006199
value796,0.0017920261
value194,0.0017834234
value895,0.0017707341
value592,0.0017571694
value726,0.0017455987
value176,0.0017277397
value803,0.0017114534
value848,0.0017075822
value25,0.0017039153
value319,0.001685404
value638,0.0016852724
value453,0.0016819986
value379,0.0016732794
value63,0.0016662154
value129,0.0016610115
value136,0.0016506576
value631,0.0016272614
value321,0.0016207717
value103,0.0016125251
value242,0.0016123622
value889,0.001605993
value821,0.0016026931
value461,0.0015699671
value350,0.001565739
value436,0.0015437647
value212,0.0015413243
value809,0.0015251271
value28,0.0015170958
value446,0.0015136315
value854,0.0015120865
value815,0.0015091372
value281,0.0014872532
value628,0.0014700496
value847,0.0014676327
value585,0.001467572
value760,0.0014664719
value43,0.0014568534
value886,0.0014458162
value315,0.0014429128
value791,0.001426212
value476,0.0014257525
value391,0.0014236607
value52,0.001422661
value387,0.0014184461
value808,0.0014010123
value595,0.0013965265
value335,0.0013960886
value177,0.0013904313
value515,0.0013778034
value830,0.0013753655
value358,0.0013733134
value294,0.0013703642
value137,0.0013702121
value382,0.0013589817
value283,0.0013470838
value765,0.0013464692
value407,0.0013456879
value110,0.0013436393
value108,0.0013418978
value699,0.0013390369
value405,0.0013297284
value123,0.0013286407
value172,0.0013164906
value449,0.00131011
value419,0.0013092513
value593,0.0013074464
value174,0.0013072524
value72,0.0013052562
value858,0.0013048835
value117,0.0012908849
value351,0.0012892397
value418,0.0012890941
value153,0.0012861023
value767,0.0012834744
value364,0.00128151
value660,0.001267452
value606,0.0012666858
value640,0.0012592615
value608,0.001240346
value591,0.0012383417
value569,0.0012373466
value582,0.0012322123
value897,0.0012301003
value128,0.0012299593
value107,0.001222804
value711,0.0012179859
value106,0.0012079072
value722,0.0011994401
value408,0.0011976102
value629,0.0011950242
value676,0.0011911268
value745,0.0011905932
value189,0.0011826581
value431,0.001171951
value395,0.0011389663
value241,0.0011353468
value53,0.0011352242
value185,0.0011125433
value800,0.001102776
value444,0.0011000681
value685,0.0010841867
value491,0.0010817553
value357,0.0010801061
value671,0.0010772364
value506,0.0010665893
value560,0.0010536343
value233,0.0010447687
value224,0.0010433048
value507,0.0010426764
value192,0.001027161
value723,0.001018111
value459,0.0010124218
value555,0.00100315
value840,0.0009958013
value258,0.0009898967
value675,0.0009851026
value170,0.0009727624
value19,0.00096418726
value77,0.00096313236
value425,0.0009620177
value643,0.0
value877,0.0
value31,0.0
value645,0.0
value646,0.0
value647,0.0
value13,0.0
value878,0.0
value649,0.0
value650,0.0
value651,0.0
value652,0.0
value2,0.0
value653,0.0
value70,0.0
value874,0.0
value648,0.0
value32,0.0
value642,0.0
value633,0.0
value884,0.0
value883,0.0
value882,0.0
value630,0.0
value69,0.0
value632,0.0
value634,0.0
value873,0.0
value635,0.0
value636,0.0
value637,0.0
value880,0.0
value639,0.0
value879,0.0
value654,0.0
value656,0.0
value655,0.0
value867,0.0
value673,0.0
value674,0.0
value866,0.0
value865,0.0
value864,0.0
value677,0.0
value678,0.0
value679,0.0
value680,0.0
value681,0.0
value682,0.0
value683,0.0
value863,0.0
value862,0.0
value684,0.0
