feature,importance
value13,0.09524445
value43,0.08721306
value33,0.061120667
value26,0.059544932
value10,0.058211584
value15,0.049527463
value5,0.04792183
value25,0.041449957
value38,0.034695935
value3,0.03338128
value22,0.03186557
value27,0.030197492
value44,0.029723262
value39,0.027214563
value8,0.02701737
value11,0.02678489
value21,0.026115987
value34,0.02594966
value46,0.024802705
value28,0.022924397
value40,0.022470564
value17,0.01714093
value19,0.0141489785
value7,0.0141309425
value42,0.013186432
value18,0.011056017
value24,0.010057656
value20,0.009644596
value1,0.008028395
value0,0.0067647416
value36,0.006150537
value2,0.0054282676
value9,0.004996056
value45,0.004285883
value35,0.004022905
value23,0.0034719314
value6,0.0017352927
value12,0.0008570971
value16,0.0006064993
value29,0.0005235437
value32,0.000125241
value47,9.082929e-05
value41,9.074657e-05
value31,4.3947814e-05
value4,3.4933255e-05
value30,0.0
value37,0.0
value14,0.0
