feature,importance
value98,0.032071684
value720,0.030359376
value626,0.030168809
value135,0.025561571
value668,0.025488848
value745,0.023886086
value733,0.023495192
value105,0.02297957
value365,0.022764929
value737,0.022202956
value905,0.02133378
value583,0.020793455
value641,0.02040937
value440,0.019809412
value730,0.019261714
value241,0.01919429
value553,0.018872513
value715,0.018472096
value446,0.01832271
value749,0.015719693
value6,0.013935056
value239,0.01283278
value664,0.01282699
value23,0.012012563
value72,0.010740848
value644,0.010616974
value133,0.010381868
value475,0.008637875
value741,0.0064379815
value58,0.0062265764
value41,0.0061918553
value159,0.005876705
value861,0.005759254
fault_severity,0.005163072
value662,0.005022453
value83,0.004929617
value904,0.0046228864
value840,0.004454225
value400,0.004253671
value497,0.0042522657
value820,0.003996371
value164,0.0039722635
value856,0.003913015
value447,0.0037662748
value810,0.0037009935
value231,0.0036886933
value801,0.0035760044
value819,0.003418742
value0,0.0034185129
value48,0.0033746907
value827,0.0032798252
value892,0.0032451963
value405,0.003238295
value816,0.0032306362
value33,0.0031989384
value358,0.003052645
value137,0.0030444795
value282,0.0030065433
value130,0.0029576772
value42,0.0029278265
value180,0.002905898
value113,0.0028947026
value907,0.0028527232
value643,0.0028091692
value754,0.0027312052
value259,0.0026873252
value381,0.0026049737
value252,0.0025943709
value335,0.002573415
value725,0.0025730594
value432,0.0025646826
value842,0.0025471672
value111,0.0024841467
value752,0.0024735986
value758,0.0024633761
value78,0.0024283926
value50,0.002423538
value88,0.0024105655
value332,0.0023959514
value96,0.0023211304
value830,0.0022926726
value249,0.0022882672
value455,0.0022803156
value851,0.0022586172
value568,0.002254084
value109,0.0022419074
value139,0.0022387952
value706,0.0022352398
value45,0.0022244873
value672,0.0022163682
value573,0.0022081828
value699,0.0022050883
value436,0.002203429
value128,0.0022002496
value554,0.0021914474
value491,0.0021730212
value104,0.0021666428
value12,0.0021613403
value47,0.0021484462
value25,0.0020986097
value582,0.0020941494
value334,0.0020597235
value278,0.00205335
value867,0.002048797
value859,0.0020480813
value131,0.0020466028
value225,0.0020452193
value807,0.0020390195
value577,0.0020356202
value825,0.0020335836
value418,0.002021191
value355,0.0020176552
value773,0.0020079855
value585,0.0020044358
value828,0.0020031661
value87,0.0019975412
value445,0.0019810172
value815,0.001979197
value288,0.0019609546
value40,0.0019401199
value10,0.0019388265
value305,0.0019190474
value768,0.0019174016
value343,0.0019153602
value526,0.0018987218
value409,0.001897557
value176,0.0018824068
value814,0.0018765253
value877,0.0018710791
value102,0.0018679705
value77,0.0018548503
value394,0.0018530602
value261,0.0018524443
value873,0.0018499081
value766,0.0018469087
value838,0.0018344676
value753,0.0018267904
value506,0.0018255224
value194,0.0018089595
value848,0.0017803306
value154,0.0017677523
value86,0.0017477302
value148,0.001741641
value250,0.0017407769
value5,0.0017329707
value9,0.0017291749
value367,0.0017163949
value81,0.0017142574
value799,0.001711314
value196,0.0017005291
value91,0.0017003972
value879,0.0016891415
value155,0.0016609513
value722,0.0016591143
value30,0.0016574613
value348,0.001646192
value569,0.0016294798
value606,0.0016223022
value302,0.0016164564
value16,0.0016155691
value13,0.0016019358
value784,0.0015963108
value634,0.0015907001
value449,0.0015869308
value794,0.0015755025
value129,0.0015738116
value354,0.0015727303
value796,0.0015727145
value889,0.0015703519
value676,0.0015645075
value550,0.0015560823
value898,0.001531248
value857,0.0014848234
value136,0.0014649533
value811,0.0014621054
value834,0.0014528316
value697,0.0014506228
value494,0.0014203251
value897,0.0014018699
value316,0.0013933376
value374,0.0013887158
value144,0.0013849147
value588,0.0013844477
value702,0.0013779608
value393,0.0013750166
value389,0.001372927
value138,0.0013563852
value407,0.0013512421
value390,0.0013460818
value597,0.001327258
value107,0.0013224466
value735,0.0013142531
value812,0.0013090969
value891,0.0013050893
value471,0.0013040369
value658,0.0013015552
value395,0.0012943392
value344,0.0012923692
value700,0.0012904023
value605,0.0012902978
value209,0.0012891009
value406,0.0012883325
value199,0.001284353
value669,0.0012832012
value38,0.001282392
value401,0.0012816584
value4,0.0012804334
value118,0.0012801102
value388,0.0012797071
value85,0.0012785776
value224,0.0012712117
value694,0.0012699576
value729,0.0012629643
value460,0.0012610934
value346,0.0012502717
value2,0.0012479865
value191,0.0012466696
value54,0.0012464334
value467,0.001227978
value357,0.001224266
value161,0.0012224036
value797,0.0012151358
value456,0.0012035813
value629,0.0012034022
value453,0.0011995794
value287,0.0011967471
value463,0.0011911766
value806,0.0011896064
value62,0.001154216
value204,0.0011538597
value108,0.0011520978
value28,0.0011513476
value642,0.0011466899
value443,0.0011453172
value671,0.0011303279
value321,0.0011295519
value640,0.001128638
value880,0.0011280995
value66,0.0011260349
value472,0.0010911882
value228,0.0010707638
value43,0.0010662314
value746,0.0010660399
value685,0.0010644684
value187,0.0010320754
value392,0.001023503
value320,0.0010192103
value422,0.0010093522
value289,0.001008577
value908,0.0010072478
value221,0.0010066265
value150,0.001004784
value248,0.0
value692,0.0
value117,0.0
value686,0.0
value687,0.0
value688,0.0
value689,0.0
value690,0.0
value691,0.0
value693,0.0
value683,0.0
value116,0.0
value695,0.0
value696,0.0
value115,0.0
value698,0.0
value114,0.0
value112,0.0
value701,0.0
value684,0.0
value682,0.0
value703,0.0
value120,0.0
value665,0.0
value666,0.0
value667,0.0
value123,0.0
value122,0.0
value670,0.0
value121,0.0
value673,0.0
value681,0.0
value674,0.0
value675,0.0
value119,0.0
value677,0.0
value678,0.0
value679,0.0
value680,0.0
value110,0.0
value704,0.0
value663,0.0
value705,0.0
value726,0.0
value727,0.0
value728,0.0
value97,0.0
value95,0.0
value731,0.0
value732,0.0
value94,0.0
value734,0.0
value93,0.0
value736,0.0
value92,0.0
value738,0.0
value739,0.0
value740,0.0
value90,0.0
value742,0.0
value99,0.0
value724,0.0
value723,0.0
value713,0.0
value106,0.0
value707,0.0
value708,0.0
value709,0.0
value710,0.0
value711,0.0
value712,0.0
value714,0.0
value100,0.0
value103,0.0
value716,0.0
value717,0.0
value718,0.0
value719,0.0
value101,0.0
value721,0.0
value124,0.0
value125,0.0
value744,0.0
value621,0.0
value603,0.0
value604,0.0
value147,0.0
value146,0.0
value607,0.0
value608,0.0
value609,0.0
value610,0.0
value611,0.0
value612,0.0
value613,0.0
value614,0.0
value615,0.0
value616,0.0
value617,0.0
value618,0.0
value619,0.0
value602,0.0
value601,0.0
value600,0.0
value590,0.0
value153,0.0
value152,0.0
value584,0.0
value151,0.0
value586,0.0
value587,0.0
value589,0.0
value591,0.0
value599,0.0
value592,0.0
value593,0.0
value594,0.0
value595,0.0
value596,0.0
value149,0.0
value598,0.0
value620,0.0
value622,0.0
value661,0.0
value623,0.0
value127,0.0
value645,0.0
value646,0.0
value647,0.0
value648,0.0
value649,0.0
value650,0.0
value651,0.0
value652,0.0
value653,0.0
value654,0.0
value655,0.0
value656,0.0
value657,0.0
value126,0.0
value659,0.0
value660,0.0
value132,0.0
value134,0.0
value140,0.0
value631,0.0
value624,0.0
value625,0.0
value145,0.0
