feature,importance
value864,0.09065074
value745,0.07290444
value737,0.029886225
value812,0.028172234
value135,0.025561463
value479,0.02546248
value778,0.023310445
value239,0.019739345
value905,0.016528267
value98,0.015389296
value17,0.01476392
value133,0.01471988
value830,0.013926605
value771,0.013604319
value6,0.013011284
value105,0.012481095
value553,0.012332611
value668,0.011927985
value641,0.009167108
value49,0.008420488
value583,0.0077440976
value733,0.007658131
value720,0.006657296
value626,0.0066460497
value471,0.00588491
value550,0.0056496565
fault_severity,0.005548679
value302,0.005393444
value576,0.0052719032
value467,0.0050679264
value879,0.00494168
value844,0.0048696897
value754,0.004850256
value455,0.004779483
value820,0.0045083757
value902,0.0044878153
value891,0.004423095
value72,0.004346254
value724,0.0043006246
value756,0.004243232
value245,0.004217223
value110,0.0041348897
value805,0.0041098096
value715,0.0041065672
value58,0.0040709767
value396,0.0040461547
value254,0.004040612
value13,0.003973887
value750,0.0039094174
value569,0.0038473194
value838,0.0038452225
value54,0.0037457012
value137,0.0036021222
value267,0.003598281
value360,0.003596832
value727,0.0035472526
value446,0.0035382304
value47,0.003504234
value40,0.003464651
value678,0.0034642378
value730,0.003449359
value690,0.0034442071
value735,0.0034034043
value851,0.0033664969
value676,0.00330626
value41,0.0032749285
value470,0.003219328
value358,0.0032070659
value442,0.003206166
value432,0.003195376
value480,0.003182751
value443,0.003170483
value747,0.0031463695
value316,0.0031450691
value96,0.0031266266
value138,0.0030954874
value293,0.0030905905
value483,0.003064547
value731,0.0030642212
value131,0.0030427647
value761,0.0030220312
value773,0.003013412
value449,0.0029812744
value45,0.0029370605
value164,0.0029095514
value92,0.002827693
value1,0.0027761145
value459,0.002740809
value184,0.002718878
value284,0.0027179394
value725,0.002713288
value716,0.0027009163
value422,0.0026776618
value32,0.002643873
value94,0.0026213224
value125,0.002614607
value136,0.0025972137
value384,0.002588002
value289,0.0025860036
value318,0.0025776657
value308,0.00257363
value643,0.0025647625
value758,0.0025260418
value873,0.0025093562
value130,0.0024906218
value158,0.0024210513
value859,0.002418843
value885,0.0023986134
value448,0.002385412
value814,0.0023508524
value862,0.0023337814
value236,0.002312981
value177,0.0023014029
value759,0.0022834472
value603,0.0022827757
value877,0.0022764099
value828,0.0022738099
value419,0.00226733
value159,0.0022615162
value755,0.0022587432
value491,0.002224638
value460,0.0022155212
value585,0.0021935992
value475,0.0021881955
value142,0.002168537
value179,0.00216503
value630,0.0021634044
value91,0.0021593522
value503,0.002149911
value305,0.0021476897
value334,0.0021371536
value182,0.0020519895
value560,0.0020345605
value129,0.0020303656
value208,0.0020210035
value63,0.0020150146
value167,0.0020102165
value833,0.0019926014
value839,0.0019862063
value435,0.0019833685
value127,0.0019824186
value228,0.0019805338
value56,0.001977703
value30,0.0019700783
value379,0.0019531252
value335,0.0019226193
value463,0.0019176203
value555,0.0018987521
value262,0.0018968818
value629,0.0018962009
value271,0.0018945057
value658,0.0018725398
value489,0.0018413385
value458,0.001838749
value806,0.0018215365
value430,0.0018201265
value298,0.0018175227
value242,0.0018149221
value906,0.0018136177
value887,0.0018046104
value114,0.0018042393
value9,0.0018037328
value313,0.0017895736
value50,0.0017788692
value172,0.0017658733
value749,0.001765588
value76,0.0017627497
value821,0.0017578237
value586,0.0017363236
value857,0.0017309578
value10,0.0017272148
value505,0.0017109879
value688,0.0017084918
value52,0.0016980679
value892,0.0016895605
value703,0.0016870967
value424,0.0016834931
value651,0.0016833204
value393,0.0016810937
value231,0.0016809799
value673,0.0016797706
value321,0.0016786971
value161,0.0016785827
value513,0.0016773737
value278,0.0016763033
value123,0.0016730769
value900,0.0016668887
value779,0.0016464047
value371,0.0016440543
value456,0.0016415083
value468,0.0016305892
value476,0.0016059728
value168,0.0016045142
value434,0.0015943248
value478,0.0015685352
value141,0.0015516537
value16,0.0015405044
value36,0.0015376592
value816,0.0015340293
value837,0.0015258217
value856,0.0015084821
value22,0.0015066094
value148,0.0015024489
value304,0.0015009014
value268,0.0014797961
value592,0.0014712827
value24,0.0014581162
value861,0.0014563256
value355,0.0014200395
value898,0.0014092453
value46,0.0014069539
value425,0.0013941858
value794,0.0013907497
value287,0.0013718548
value317,0.001367665
value843,0.0013673384
value153,0.0013494514
value362,0.0013433485
value604,0.0013351673
value107,0.0013262822
value662,0.0013044203
value664,0.0012986274
value528,0.0
value656,0.0
value652,0.0
value532,0.0
value524,0.0
value653,0.0
value654,0.0
value655,0.0
value628,0.0
value533,0.0
value627,0.0
value650,0.0
value625,0.0
value534,0.0
value624,0.0
value523,0.0
value623,0.0
value622,0.0
value657,0.0
value631,0.0
value648,0.0
value649,0.0
value638,0.0
value529,0.0
value640,0.0
value642,0.0
value527,0.0
value644,0.0
value645,0.0
value530,0.0
value526,0.0
value639,0.0
value646,0.0
value535,0.0
value637,0.0
value636,0.0
value635,0.0
value531,0.0
value525,0.0
value634,0.0
value647,0.0
value633,0.0
value632,0.0
value621,0.0
value541,0.0
value620,0.0
value597,0.0
value582,0.0
value584,0.0
value559,0.0
value558,0.0
value587,0.0
value557,0.0
value588,0.0
value556,0.0
value589,0.0
value590,0.0
value591,0.0
value593,0.0
value594,0.0
value595,0.0
value596,0.0
value581,0.0
value561,0.0
value562,0.0
value565,0.0
value568,0.0
value571,0.0
value567,0.0
value566,0.0
value572,0.0
value573,0.0
value574,0.0
value580,0.0
value659,0.0
value577,0.0
value578,0.0
value579,0.0
value564,0.0
value563,0.0
value554,0.0
value552,0.0
value536,0.0
value598,0.0
value611,0.0
value542,0.0
value570,0.0
value612,0.0
value540,0.0
value613,0.0
value614,0.0
value539,0.0
value615,0.0
value616,0.0
value538,0.0
value617,0.0
value618,0.0
value619,0.0
value537,0.0
value543,0.0
value544,0.0
value545,0.0
value548,0.0
value599,0.0
value600,0.0
value601,0.0
value551,0.0
value602,0.0
value549,0.0
value605,0.0
value546,0.0
value606,0.0
value607,0.0
value608,0.0
value609,0.0
value547,0.0
value610,0.0
value575,0.0
value718,0.0
value660,0.0
value810,0.0
value813,0.0
value815,0.0
value817,0.0
value818,0.0
value819,0.0
value822,0.0
value823,0.0
value824,0.0
value825,0.0
value826,0.0
value827,0.0
value829,0.0
value831,0.0
value832,0.0
value834,0.0
value835,0.0
value836,0.0
value840,0.0
value841,0.0
value811,0.0
value809,0.0
value661,0.0
value808,0.0
value786,0.0
value787,0.0
value788,0.0
value789,0.0
value790,0.0
value791,0.0
value792,0.0
value793,0.0
value795,0.0
value796,0.0
value797,0.0
value798,0.0
value799,0.0
value800,0.0
value801,0.0
value802,0.0
value803,0.0
value804,0.0
value807,0.0
value842,0.0
value845,0.0
value846,0.0
value847,0.0
value880,0.0
value881,0.0
value882,0.0
value883,0.0
value884,0.0
value886,0.0
value888,0.0
value889,0.0
value890,0.0
value893,0.0
value894,0.0
value895,0.0
value896,0.0
value897,0.0
value899,0.0
value901,0.0
value903,0.0
value904,0.0
value907,0.0
value878,0.0
value876,0.0
value875,0.0
value860,0.0
value848,0.0
value849,0.0
value850,0.0
value852,0.0
value853,0.0
value854,0.0
value855,0.0
value858,0.0
value863,0.0
value874,0.0
value865,0.0
value866,0.0
value867,0.0
value868,0.0
value869,0.0
value870,0.0
value871,0.0
value872,0.0
value785,0.0
value784,0.0
value783,0.0
value713,0.0
value692,0.0
value693,0.0
value694,0.0
value695,0.0
value696,0.0
value697,0.0
value698,0.0
value699,0.0
value700,0.0
value701,0.0
value702,0.0
value704,0.0
value705,0.0
value706,0.0
value707,0.0
value708,0.0
value709,0.0
value710,0.0
value711,0.0
value691,0.0
value689,0.0
value687,0.0
value674,0.0
value663,0.0
value665,0.0
value666,0.0
value667,0.0
value669,0.0
value670,0.0
value671,0.0
value672,0.0
value675,0.0
value686,0.0
value677,0.0
value679,0.0
value680,0.0
value681,0.0
value682,0.0
value683,0.0
value684,0.0
value685,0.0
value712,0.0
value714,0.0
value782,0.0
value717,0.0
value753,0.0
value757,0.0
value760,0.0
value762,0.0
value763,0.0
value764,0.0
value765,0.0
value766,0.0
value767,0.0
value768,0.0
value769,0.0
value770,0.0
value772,0.0
value774,0.0
value775,0.0
value776,0.0
value777,0.0
value780,0.0
value781,0.0
value752,0.0
value751,0.0
value748,0.0
value732,0.0
value521,0.0
value719,0.0
value721,0.0
value722,0.0
value723,0.0
value726,0.0
value728,0.0
value729,0.0
value734,0.0
value746,0.0
value736,0.0
value738,0.0
value739,0.0
value740,0.0
value741,0.0
value742,0.0
value743,0.0
value744,0.0
value522,0.0
value454,0.0
value520,0.0
value205,0.0
value181,0.0
value183,0.0
value185,0.0
value186,0.0
value187,0.0
value188,0.0
value189,0.0
value190,0.0
value191,0.0
value192,0.0
value193,0.0
value194,0.0
value195,0.0
value196,0.0
value197,0.0
value198,0.0
value199,0.0
value200,0.0
value201,0.0
value202,0.0
value203,0.0
value180,0.0
value178,0.0
value176,0.0
value157,0.0
value146,0.0
value147,0.0
value149,0.0
value150,0.0
value151,0.0
value152,0.0
value154,0.0
value155,0.0
value156,0.0
value160,0.0
value175,0.0
value162,0.0
value163,0.0
value165,0.0
value166,0.0
value169,0.0
value170,0.0
value171,0.0
value173,0.0
value174,0.0
value204,0.0
value206,0.0
value519,0.0
value207,0.0
value235,0.0
value237,0.0
value238,0.0
value240,0.0
value241,0.0
value243,0.0
value244,0.0
value246,0.0
value247,0.0
value248,0.0
value249,0.0
value250,0.0
value251,0.0
value252,0.0
value253,0.0
value255,0.0
value256,0.0
value257,0.0
value258,0.0
value259,0.0
value260,0.0
value234,0.0
value233,0.0
value232,0.0
value218,0.0
value209,0.0
value210,0.0
value211,0.0
value212,0.0
value213,0.0
value214,0.0
value215,0.0
value216,0.0
value217,0.0
value219,0.0
value230,0.0
value220,0.0
value221,0.0
value222,0.0
value223,0.0
value224,0.0
value225,0.0
value226,0.0
value227,0.0
value229,0.0
value145,0.0
value144,0.0
value143,0.0
value140,0.0
value37,0.0
value38,0.0
