feature,importance
value38,0.32009998
value25,0.19013551
value24,0.109666795
value6,0.10160106
value48,0.061385937
value2,0.056493543
value37,0.0152516365
value41,0.0151374545
value5,0.013496699
value7,0.013035387
value12,0.009953874
value32,0.008854733
value23,0.008121457
value11,0.0069797724
value10,0.006085282
value36,0.0060127834
value35,0.0058793565
value44,0.0057567162
value34,0.0051536746
value19,0.0049023293
value30,0.0036092706
value33,0.0035446729
value29,0.0033132485
value1,0.003113644
value45,0.0030734607
value16,0.0028552217
value21,0.0027102514
value13,0.0026578442
value18,0.00243593
value17,0.0023998588
value8,0.0021240625
value40,0.0014344956
value46,0.00082229666
value4,0.00043344122
value14,0.0003336416
value39,0.00028672957
value47,0.00021838768
value27,0.00017528435
value28,0.00011308442
value26,0.00011292522
value20,8.1720726e-05
value42,5.0276823e-05
value43,4.5162276e-05
value22,4.512656e-05
value9,5.9834742e-06
value31,0.0
value3,0.0
value15,0.0
value0,0.0
