feature,importance
value303,0.10781254
value280,0.050637748
value30,0.042014096
value114,0.038236704
value98,0.035091612
value130,0.035084203
value199,0.03428345
value186,0.030099582
value194,0.029820265
value128,0.028977241
value125,0.023231527
value124,0.02224113
value192,0.020089123
value301,0.01902511
volume,0.016520694
value71,0.015735686
value209,0.015692152
value117,0.014930258
value126,0.014916158
value288,0.014756565
value224,0.014625986
value193,0.014615733
value197,0.014506797
value195,0.01397988
value88,0.013777206
value200,0.01296137
value292,0.01289539
value86,0.012619213
value250,0.012619092
value302,0.012597332
value123,0.011963454
value131,0.011092702
value274,0.010309804
value64,0.0087306835
value53,0.008509637
value171,0.008212327
value96,0.007955496
value244,0.0076538166
value97,0.00733013
value251,0.007246144
value76,0.0065188594
value263,0.0062092864
value198,0.006178959
value175,0.0051898323
value129,0.004948713
value102,0.004884927
value296,0.004814801
value2,0.004768866
value293,0.0042586257
value89,0.0036515004
value31,0.0035670293
value5,0.0035355522
value266,0.0035084975
value113,0.0031060262
value294,0.0030896696
value315,0.0030660636
value163,0.0030339453
value191,0.0029896945
value116,0.0023399596
value104,0.0022577331
value307,0.0022012063
value232,0.0021814737
value77,0.00212629
value0,0.002061134
value62,0.0020206117
value245,0.0020152081
value173,0.0020022758
value295,0.0019854896
value47,0.0019282043
value282,0.0019177622
value253,0.0018280076
value9,0.001774069
value190,0.0017177527
value236,0.0016984602
value22,0.0016843325
value65,0.0016650383
value229,0.0016306648
value29,0.0015409107
value258,0.0015370074
value46,0.0014793563
value112,0.001462155
value238,0.0014338699
value275,0.0014298457
value261,0.0014162791
value18,0.0013643674
value28,0.0013623299
value32,0.0012626849
value43,0.0012397943
value56,0.001235187
value81,0.0012251501
value3,0.0012215924
value119,0.0011983374
value94,0.0011913422
value234,0.0011882619
value172,0.001164976
value300,0.001134944
value270,0.0011188511
value133,0.0011155535
value185,0.00109077
value176,0.0010594181
value60,0.001059202
value118,0.0010590437
value272,0.001052218
value233,0.0010207782
value78,0.0009980205
value260,0.0009884126
value304,0.0009756748
value107,0.00095891726
value246,0.000953711
value228,0.0009326892
value168,0.000870406
value145,0.00083117373
value286,0.00080350763
value267,0.0007750867
value180,0.0007672825
value100,0.0007613089
value80,0.0007247159
value44,0.0007214833
value54,0.0007090456
value273,0.00069427746
value189,0.0006744315
value305,0.0006609286
value170,0.0005984897
value99,0.00055201765
value95,0.0005491331
value306,0.000526782
value281,0.0005225898
value231,0.0005162089
value265,0.0005148882
value283,0.0
value287,0.0
value210,0.0
value285,0.0
value284,0.0
value211,0.0
value247,0.0
value289,0.0
value314,0.0
value279,0.0
value212,0.0
value278,0.0
value213,0.0
value214,0.0
value215,0.0
value208,0.0
value207,0.0
value277,0.0
value206,0.0
value308,0.0
value201,0.0
value311,0.0
value319,0.0
value312,0.0
value299,0.0
value313,0.0
value298,0.0
value297,0.0
value202,0.0
value203,0.0
value291,0.0
value290,0.0
value204,0.0
value205,0.0
value216,0.0
value218,0.0
value217,0.0
value316,0.0
value257,0.0
value239,0.0
value240,0.0
value241,0.0
value242,0.0
value243,0.0
value256,0.0
value255,0.0
value254,0.0
value318,0.0
value309,0.0
value252,0.0
value249,0.0
value248,0.0
value317,0.0
value237,0.0
value235,0.0
value259,0.0
value271,0.0
value276,0.0
value219,0.0
value220,0.0
value221,0.0
value222,0.0
value223,0.0
value225,0.0
value262,0.0
value226,0.0
value227,0.0
value269,0.0
value268,0.0
value230,0.0
value264,0.0
value310,0.0
value160,0.0
value196,0.0
value188,0.0
value42,0.0
value45,0.0
value48,0.0
value49,0.0
value50,0.0
value51,0.0
value52,0.0
value55,0.0
value57,0.0
value58,0.0
value59,0.0
value61,0.0
value63,0.0
value66,0.0
value67,0.0
value68,0.0
value69,0.0
value70,0.0
value72,0.0
value73,0.0
value74,0.0
value75,0.0
value79,0.0
value82,0.0
value83,0.0
value84,0.0
value85,0.0
value41,0.0
value40,0.0
value39,0.0
value17,0.0
value1,0.0
value4,0.0
value6,0.0
value7,0.0
value8,0.0
value10,0.0
value11,0.0
value12,0.0
value13,0.0
value14,0.0
value15,0.0
value16,0.0
value19,0.0
value38,0.0
value20,0.0
value21,0.0
value23,0.0
value24,0.0
value25,0.0
value26,0.0
value27,0.0
value33,0.0
value34,0.0
value35,0.0
value36,0.0
value37,0.0
value87,0.0
value90,0.0
value91,0.0
value164,0.0
value150,0.0
value151,0.0
value152,0.0
value153,0.0
value154,0.0
value155,0.0
value156,0.0
value157,0.0
value158,0.0
value159,0.0
value161,0.0
value162,0.0
value165,0.0
value148,0.0
value166,0.0
value167,0.0
value169,0.0
value174,0.0
value177,0.0
value178,0.0
value179,0.0
value181,0.0
value182,0.0
value183,0.0
value184,0.0
value187,0.0
value149,0.0
value147,0.0
value92,0.0
value122,0.0
value93,0.0
value101,0.0
value103,0.0
value105,0.0
value106,0.0
value108,0.0
value109,0.0
value110,0.0
value111,0.0
value115,0.0
value120,0.0
value121,0.0
value127,0.0
value146,0.0
value132,0.0
value134,0.0
value135,0.0
value136,0.0
value137,0.0
value138,0.0
value139,0.0
value140,0.0
value141,0.0
value142,0.0
value143,0.0
value144,0.0
value320,0.0
