feature,importance
value306,0.1053396
value284,0.044189394
value103,0.039366417
value32,0.0367113
value117,0.035626587
value131,0.032173105
value133,0.030753603
value190,0.0298615
value203,0.028472899
value198,0.02834296
value128,0.024929812
value228,0.020573717
value129,0.019652238
value255,0.019403536
value22,0.0168701
value197,0.016738482
value305,0.016469404
value196,0.016249675
value256,0.016174234
value47,0.0148983095
value76,0.014707556
value213,0.014273494
volume,0.013873277
value304,0.0130096255
value127,0.0129955495
value126,0.012717714
value292,0.011501568
value248,0.011487575
value91,0.011385599
value120,0.011360443
value81,0.011142899
value199,0.0109549565
value201,0.010851609
value176,0.010684412
value102,0.010680065
value295,0.009704315
value204,0.009604246
value58,0.009597665
value134,0.008805977
value278,0.008045793
value110,0.007312458
value267,0.00698611
value69,0.006266165
value101,0.005779322
value132,0.005666047
value167,0.005611438
value296,0.005543076
value180,0.0047643264
value214,0.004348129
value33,0.0039644106
value297,0.0038646073
value119,0.0036285443
value298,0.003515881
value270,0.0032335618
value318,0.0031653298
value52,0.003147915
value310,0.0030327064
value82,0.0028083255
value107,0.002773553
value202,0.0025911045
value121,0.0025074573
value51,0.0024790107
value194,0.0024703282
value236,0.0024229062
value93,0.0023254342
value122,0.0022311793
value242,0.0022179154
value2,0.0022087246
value62,0.0020640828
value195,0.002055855
value89,0.0020094295
value276,0.0019701552
value265,0.001858442
value65,0.0018455903
value116,0.0017771203
value30,0.0017493865
value0,0.0017461302
value279,0.0017119846
value86,0.0016955212
value206,0.0016687048
value70,0.0016454094
value240,0.0016415496
value24,0.0015956782
value262,0.0015891556
value249,0.0014901424
value136,0.0014815262
value181,0.0014571307
value17,0.0014425772
value94,0.0014364223
value178,0.0013737084
value34,0.0013427262
value303,0.0013111925
value61,0.0012877259
value189,0.0012765569
value271,0.001268477
value233,0.0012567716
value274,0.0012152677
value99,0.0011957866
value237,0.0011109906
value83,0.0011061339
value172,0.0010851899
value54,0.0010681985
value290,0.0010466716
value5,0.0010182447
value31,0.0010000331
value9,0.000986771
value48,0.00096437533
value309,0.0009478717
value268,0.00089953165
value250,0.0008990638
value238,0.00088020164
value307,0.000874818
value179,0.00086240895
value149,0.0008606152
value299,0.00083539967
value272,0.00081516313
value269,0.0007320556
value67,0.00073009275
value205,0.0007259772
value115,0.00072436157
value289,0.0007173562
value193,0.00069378765
value18,0.0006905742
value294,0.0006803319
value258,0.00065994594
value264,0.00063733244
value130,0.00063198584
value232,0.00060717406
value245,0.0
value311,0.0
value207,0.0
value273,0.0
value208,0.0
value209,0.0
value210,0.0
value212,0.0
value211,0.0
value277,0.0
value320,0.0
value266,0.0
value215,0.0
value216,0.0
value217,0.0
value275,0.0
value280,0.0
value219,0.0
value288,0.0
value302,0.0
value301,0.0
value300,0.0
value322,0.0
value293,0.0
value291,0.0
value200,0.0
value281,0.0
value287,0.0
value286,0.0
value321,0.0
value285,0.0
value283,0.0
value282,0.0
value218,0.0
value220,0.0
value263,0.0
value253,0.0
value239,0.0
value314,0.0
value241,0.0
value315,0.0
value254,0.0
value243,0.0
value319,0.0
value257,0.0
value308,0.0
value251,0.0
value317,0.0
value316,0.0
value247,0.0
value246,0.0
value313,0.0
value312,0.0
value244,0.0
value227,0.0
value221,0.0
value222,0.0
value223,0.0
value224,0.0
value225,0.0
value226,0.0
value261,0.0
value235,0.0
value229,0.0
value230,0.0
value260,0.0
value231,0.0
value259,0.0
value234,0.0
value252,0.0
value161,0.0
value192,0.0
value68,0.0
value45,0.0
value46,0.0
value49,0.0
value50,0.0
value53,0.0
value55,0.0
value56,0.0
value57,0.0
value59,0.0
value60,0.0
value63,0.0
value64,0.0
value66,0.0
value71,0.0
value43,0.0
value72,0.0
value73,0.0
value74,0.0
value75,0.0
value77,0.0
value78,0.0
value79,0.0
value80,0.0
value84,0.0
value85,0.0
value87,0.0
value88,0.0
value90,0.0
value44,0.0
value42,0.0
value191,0.0
value19,0.0
value1,0.0
value3,0.0
value4,0.0
value6,0.0
value7,0.0
value8,0.0
value10,0.0
value11,0.0
value12,0.0
value13,0.0
value14,0.0
value15,0.0
value16,0.0
value20,0.0
value41,0.0
value21,0.0
value23,0.0
value25,0.0
value26,0.0
value27,0.0
value28,0.0
value29,0.0
value35,0.0
value36,0.0
value37,0.0
value38,0.0
value39,0.0
value40,0.0
value92,0.0
value95,0.0
value96,0.0
value168,0.0
value153,0.0
value154,0.0
value155,0.0
value156,0.0
value157,0.0
value158,0.0
value159,0.0
value160,0.0
value162,0.0
value163,0.0
value164,0.0
value165,0.0
value166,0.0
value169,0.0
value97,0.0
value170,0.0
value171,0.0
value173,0.0
value174,0.0
value175,0.0
value177,0.0
value182,0.0
value183,0.0
value184,0.0
value185,0.0
value186,0.0
value187,0.0
value188,0.0
value152,0.0
value151,0.0
value150,0.0
value148,0.0
value98,0.0
value100,0.0
value104,0.0
value105,0.0
value106,0.0
value108,0.0
value109,0.0
value111,0.0
value112,0.0
value113,0.0
value114,0.0
value118,0.0
value123,0.0
value124,0.0
value125,0.0
value135,0.0
value137,0.0
value138,0.0
value139,0.0
value140,0.0
value141,0.0
value142,0.0
value143,0.0
value144,0.0
value145,0.0
value146,0.0
value147,0.0
value323,0.0
