feature,importance
value854,0.06685818
value737,0.06098831
value136,0.02794723
value237,0.02610992
value464,0.02584181
value729,0.025780521
value98,0.02530003
value636,0.022716694
value769,0.021141456
value446,0.020179912
value235,0.019863442
value802,0.01980105
value440,0.017047675
value134,0.015177301
value707,0.0146734705
value893,0.014584659
value820,0.01244632
value659,0.012100727
value762,0.012074749
value105,0.01163609
value8,0.011036471
value417,0.0107541075
value546,0.010103427
value330,0.009364476
value455,0.008312264
value18,0.007673667
value474,0.007651209
value879,0.0070841145
value437,0.006962831
value669,0.0069130952
value466,0.006178849
value577,0.0061277156
value50,0.0060342047
value725,0.00600114
value475,0.0058669965
value126,0.0055916137
value132,0.0052531115
value449,0.004839463
fault_severity,0.004663755
value262,0.0044994173
value633,0.004391856
value618,0.0041076443
value739,0.0041023768
value165,0.003973393
value462,0.0038720288
value391,0.0038160295
value48,0.0037756378
value562,0.0036797614
value241,0.003655906
value745,0.0036545286
value841,0.0036539424
value304,0.0036369108
value764,0.0036087711
value436,0.0035878473
value888,0.0035612616
value478,0.0034939207
value834,0.003492406
value722,0.003484741
value311,0.0033917855
value823,0.0033656503
value818,0.003306711
value569,0.0032417926
value867,0.003236466
value795,0.0032267135
value804,0.00319008
value14,0.003187719
value183,0.003176878
value59,0.0031743348
value487,0.003107756
value667,0.0030991675
value746,0.0030862666
value543,0.0030338385
value2,0.0030113072
value873,0.0028962747
value427,0.0028907326
value716,0.002883005
value712,0.0028309058
value465,0.0028276297
value138,0.0028217495
value41,0.002817174
value719,0.0027629454
value313,0.0027520913
value55,0.0027321742
value301,0.0026175997
value429,0.0026003462
value442,0.0025798439
value166,0.0025468199
value717,0.0025075048
value886,0.0024914695
value277,0.0024460466
value748,0.0024299987
value829,0.002427714
value742,0.0024231016
value357,0.0024202473
value458,0.0023888813
value128,0.002383717
value91,0.0023447888
value747,0.002316486
value110,0.0023156318
value139,0.0023117915
value31,0.0022994548
value72,0.0022855883
value167,0.002278984
value723,0.0022498837
value143,0.002231526
value810,0.0022156772
value286,0.0022112257
value890,0.002182361
value142,0.0021807714
value299,0.002170903
value751,0.002154884
value828,0.0021395388
value163,0.0021294886
value875,0.0021209032
value550,0.0020842464
value510,0.0020809707
value443,0.0020788468
value379,0.0020718132
value290,0.0020533062
value94,0.0020529376
value34,0.0020461201
value727,0.0020457343
value264,0.001968247
value284,0.001965516
value92,0.00194317
value485,0.0019282779
value26,0.001928235
value865,0.0019282033
value250,0.0019251938
value473,0.0019237229
value501,0.0019223086
value158,0.0019221886
value65,0.0019034573
