feature,importance
value38,0.27102715
value25,0.1985246
value2,0.16604981
value24,0.12844819
value6,0.07739259
value48,0.055267222
value32,0.009567633
value37,0.009047716
value7,0.0075621405
value41,0.0071458938
value23,0.0068065934
value35,0.005636083
value44,0.0055793053
value5,0.0053764367
value19,0.005207836
value30,0.004123456
value45,0.004082477
value10,0.00404083
value16,0.0038432456
value21,0.0038340543
value34,0.0037882195
value36,0.0033812425
value12,0.0024341033
value1,0.0017738664
value8,0.0017478048
value17,0.0012545597
value33,0.0012064113
value11,0.00092614826
value40,0.0008917541
value20,0.00084303453
value46,0.0006281106
value39,0.0005141306
value18,0.00039636527
value9,0.00031318783
value47,0.00026410652
value29,0.00024876994
value22,0.00024855524
value14,0.00019200741
value26,0.00015855502
value27,0.000118627584
value4,8.019983e-05
value28,2.1443131e-05
value13,5.4925213e-06
value3,0.0
value31,0.0
value42,0.0
value43,0.0
value15,0.0
value0,0.0
