feature,importance
value25,0.08998307
value24,0.07062348
value10,0.04834472
value34,0.037895802
value7,0.035743415
value32,0.03571456
value4,0.034431066
value6,0.033897217
value23,0.032317083
value19,0.031595718
value33,0.030454941
value40,0.030382771
value12,0.030210838
value5,0.02994211
value2,0.028704118
value37,0.025839997
value13,0.02472868
value35,0.024501976
value16,0.020781996
value43,0.020575654
value21,0.01960419
value30,0.019586062
value44,0.019080218
value1,0.01870275
value11,0.018670702
value36,0.016714003
value17,0.016393526
value18,0.014313238
value14,0.012659334
value39,0.012593069
value26,0.011368432
value45,0.010995472
value20,0.010296003
value9,0.010175274
value29,0.009618874
value22,0.0095742205
value28,0.009537789
value42,0.00949496
value27,0.009487208
value8,0.009385598
value46,0.008123457
value41,0.0069564157
value0,0.0
value38,0.0
value31,0.0
value15,0.0
value3,0.0
value47,0.0
