feature,importance
value306,0.12485384
value130,0.050645117
value283,0.0470582
value102,0.044755388
value31,0.03685934
value134,0.035130206
value118,0.032496545
value202,0.031027097
value132,0.028337503
value197,0.025843417
value189,0.024536451
value129,0.019082414
value21,0.015825199
value304,0.015303048
value246,0.015254349
value46,0.015155655
volume,0.014344965
value75,0.01412346
value128,0.01411511
value196,0.014001028
value305,0.013642726
value195,0.01362895
value254,0.013387371
value198,0.012845188
value253,0.012394878
value90,0.012190425
value127,0.011724599
value291,0.011636041
value101,0.011526496
value203,0.010769754
value121,0.010598542
value277,0.010165102
value226,0.009755721
value200,0.009556904
value295,0.009464967
value57,0.009169709
value135,0.008446788
value174,0.0077856896
value266,0.007229969
value68,0.00676726
value100,0.0061052265
value80,0.0054800175
value318,0.0050247475
value2,0.004830201
value81,0.0045037116
value32,0.00448272
value279,0.0044302014
value133,0.004076442
value106,0.003990069
value296,0.003922088
value201,0.0036954535
value299,0.0036569342
value103,0.0036461097
value178,0.0036314302
value269,0.0033667488
value51,0.0031815136
value297,0.0030297835
value310,0.002968803
value165,0.0028512317
value69,0.0028326202
value194,0.002651918
value92,0.0024827272
value0,0.0024535125
value234,0.0024045096
value137,0.0022900528
value111,0.0019788933
value108,0.0019548777
value29,0.0019153343
value247,0.0019145333
value212,0.0018800433
value93,0.0018410229
value61,0.0018133477
value117,0.0017989958
value176,0.0017494552
value231,0.0017397263
value66,0.0017132754
value50,0.0016732948
value8,0.0016457287
value278,0.0015543568
value85,0.0015127829
value88,0.0014572324
value193,0.0014566634
value230,0.0014310654
value188,0.0014207859
value261,0.001407459
value267,0.0013958754
value98,0.0013423316
value148,0.0013406575
value264,0.0013035096
value23,0.0012951609
value175,0.001278429
value58,0.0012738277
value47,0.0012449902
value179,0.001231153
value240,0.0012204698
value289,0.0012100597
value120,0.001199595
value298,0.0011902661
value82,0.0011651289
value33,0.0011491221
value123,0.0011469438
value206,0.0010801057
value273,0.0010449162
value309,0.0010408087
value5,0.0010262406
value288,0.0010243759
value30,0.0010084456
value307,0.00097001885
value84,0.00092809176
value256,0.00092767354
value139,0.00092141813
value233,0.0009007724
value248,0.0009000962
value192,0.000858589
value275,0.0008546962
value303,0.00084872986
value308,0.00076809165
value17,0.00075975567
value131,0.0007375526
value94,0.0007058169
value177,0.00069772167
value245,0.00068964914
value78,0.0006275203
value238,0.0006135035
value274,0.0006028997
value199,0.0005763901
value249,0.00054478284
value95,0.0005366655
value122,0.0005341179
value217,0.0
value218,0.0
value219,0.0
value222,0.0
value223,0.0
value224,0.0
value221,0.0
value220,0.0
value209,0.0
value216,0.0
value205,0.0
value322,0.0
value321,0.0
value320,0.0
value294,0.0
value319,0.0
value293,0.0
value204,0.0
value207,0.0
value215,0.0
value208,0.0
value210,0.0
value211,0.0
value292,0.0
value290,0.0
value213,0.0
value214,0.0
value225,0.0
value272,0.0
value227,0.0
value228,0.0
value250,0.0
value251,0.0
value252,0.0
value282,0.0
value255,0.0
value281,0.0
value257,0.0
value258,0.0
value280,0.0
value259,0.0
value260,0.0
value301,0.0
value276,0.0
value262,0.0
value263,0.0
value265,0.0
value268,0.0
value302,0.0
value270,0.0
value300,0.0
value284,0.0
value285,0.0
value243,0.0
value229,0.0
value232,0.0
value235,0.0
value236,0.0
value237,0.0
value239,0.0
value241,0.0
value242,0.0
value287,0.0
value311,0.0
value271,0.0
value317,0.0
value286,0.0
value316,0.0
value315,0.0
value314,0.0
value313,0.0
value312,0.0
value244,0.0
value161,0.0
value191,0.0
value41,0.0
value43,0.0
value44,0.0
value45,0.0
value48,0.0
value49,0.0
value52,0.0
value53,0.0
value54,0.0
value55,0.0
value56,0.0
value59,0.0
value60,0.0
value62,0.0
value63,0.0
value64,0.0
value65,0.0
value67,0.0
value70,0.0
value71,0.0
value72,0.0
value73,0.0
value74,0.0
value76,0.0
value77,0.0
value79,0.0
value83,0.0
value86,0.0
value42,0.0
value40,0.0
value190,0.0
value39,0.0
value1,0.0
value3,0.0
value4,0.0
value6,0.0
value7,0.0
value9,0.0
value10,0.0
value11,0.0
value12,0.0
value13,0.0
value14,0.0
value15,0.0
value16,0.0
value18,0.0
value19,0.0
value20,0.0
value22,0.0
value24,0.0
value25,0.0
value26,0.0
value27,0.0
value28,0.0
value34,0.0
value35,0.0
value36,0.0
value37,0.0
value38,0.0
value87,0.0
value89,0.0
value91,0.0
value96,0.0
value153,0.0
value154,0.0
value155,0.0
value156,0.0
value157,0.0
value158,0.0
value159,0.0
value160,0.0
value162,0.0
value163,0.0
value164,0.0
value166,0.0
value167,0.0
value168,0.0
value169,0.0
value170,0.0
value171,0.0
value172,0.0
value173,0.0
value180,0.0
value181,0.0
value182,0.0
value183,0.0
value184,0.0
value185,0.0
value186,0.0
value187,0.0
value152,0.0
value151,0.0
value150,0.0
value119,0.0
value97,0.0
value99,0.0
value104,0.0
value105,0.0
value107,0.0
value109,0.0
value110,0.0
value112,0.0
value113,0.0
value114,0.0
value115,0.0
value116,0.0
value124,0.0
value149,0.0
value125,0.0
value126,0.0
value136,0.0
value138,0.0
value140,0.0
value141,0.0
value142,0.0
value143,0.0
value144,0.0
value145,0.0
value146,0.0
value147,0.0
value323,0.0
