feature,importance
value856,0.06705712
value740,0.058533143
value139,0.024788141
value241,0.02475901
value732,0.022674968
value239,0.019315114
value471,0.01931099
value453,0.019181358
value101,0.018635796
value462,0.01848652
value641,0.017791755
value75,0.017200638
value452,0.01695627
value459,0.016842958
value454,0.016427651
value809,0.014827605
value711,0.013976643
value137,0.013875212
value8,0.01341218
value897,0.012714872
value773,0.012533441
value663,0.012439201
value766,0.011683316
value480,0.011468422
value108,0.011238911
value552,0.010870245
value743,0.010705864
value823,0.01046666
value333,0.009584304
value728,0.007881221
value444,0.0072087324
value358,0.0067580957
value51,0.006663437
value60,0.0064311353
value716,0.0060890187
value883,0.0059815873
value581,0.0056594224
value750,0.0049652634
value473,0.0048313327
value798,0.004349018
value871,0.0042490033
value837,0.0042146603
fault_severity,0.00410976
value49,0.004083536
value129,0.0040734257
value265,0.004055365
value19,0.004053743
value484,0.003952045
value447,0.00391348
value638,0.0037093896
value396,0.0036939217
value748,0.0036632277
value456,0.0036630658
value843,0.003595291
value20,0.003460772
value549,0.0034310545
value188,0.0034201965
value623,0.0033140713
value457,0.0031978502
value142,0.003195763
value744,0.003194503
value15,0.0031882538
value450,0.0031433308
value99,0.0030599849
value443,0.0029827822
value726,0.0029157242
value481,0.002906196
value449,0.0028940882
value831,0.0028888367
value135,0.0028173034
value712,0.0028080663
value722,0.0028006036
value742,0.002793004
value720,0.0027892983
value27,0.0027670444
value768,0.002736828
value303,0.0027366753
value673,0.0027048881
value573,0.0027018255
value787,0.0026361272
value627,0.002626734
value506,0.0026193573
value719,0.0026015549
value821,0.0026007404
value482,0.0025191717
value300,0.0025172434
value47,0.0024824152
value446,0.002478129
value32,0.0024755842
value879,0.0024494273
value807,0.002448648
value261,0.002447229
value892,0.002441988
value469,0.002441342
value177,0.0024080842
value253,0.0023870245
value42,0.0023813602
value465,0.0023295267
value686,0.002318713
value865,0.002301472
value52,0.0022978699
value360,0.0022262798
value601,0.0021992999
value169,0.002188059
value97,0.0021629995
value316,0.0021407036
value314,0.0021359848
value472,0.0021186331
value567,0.0020949645
value813,0.0020928087
value558,0.0020919978
value440,0.002057247
value145,0.0020118544
value736,0.0019909146
value146,0.0019707854
value94,0.0019514378
value476,0.0019200674
value493,0.0019146376
value141,0.001903704
value684,0.0018903257
value671,0.0018745733
value56,0.0018688578
value755,0.0018565203
value248,0.0018516758
value2,0.0018340244
value34,0.0018309327
value762,0.0018173826
value131,0.0018155592
value424,0.0018118956
value435,0.0018039072
value460,0.0017942273
value441,0.0017905365
value104,0.0017709418
value210,0.0017402014
value477,0.0017330088
value749,0.0017141635
value890,0.0017129204
value66,0.0017021023
value730,0.0016988525
value602,0.001675114
value43,0.0016640179
value183,0.0016603384
value436,0.0016466237
value228,0.0016442698
value58,0.001641919
value420,0.001618652
value826,0.0016175436
value853,0.0016091303
value273,0.0015957054
value491,0.0015896901
value168,0.0015805508
value752,0.0015707746
value664,0.0015695248
value735,0.0015668015
value275,0.0015659161
value292,0.0015636181
value11,0.0015535548
value289,0.0015530721
value854,0.0015466986
value428,0.0015449731
value384,0.0015392445
value653,0.0015300015
value95,0.0015246687
value463,0.0015102059
value539,0.0015085181
value431,0.0015063664
value45,0.0015049205
value297,0.0015042172
value242,0.0015020706
value799,0.0014992685
value677,0.001497127
value133,0.0014855938
value170,0.00148319
value433,0.0014811808
value869,0.0014689704
value12,0.0014672051
value279,0.0014668741
value231,0.0014647802
value163,0.0014626888
value429,0.0014289669
value281,0.0014219956
value691,0.0014151342
value110,0.0014016698
value267,0.0013993857
value734,0.0013899704
value38,0.0013839866
value18,0.0013801765
value817,0.0013734419
value134,0.0013714144
value425,0.0013667197
value321,0.0013647685
value277,0.0013628195
value162,0.0013585147
value583,0.0013555101
value557,0.0013434843
value646,0.0013432222
value894,0.0013428727
value672,0.0013368952
value877,0.0013248611
value791,0.0013243072
value86,0.0013232533
value35,0.0013219885
value851,0.0013150779
value371,0.0013129622
value62,0.0013111068
value640,0.0013081185
value295,0.0013048792
value388,0.0013013087
value140,0.0012764123
value50,0.0012727393
value761,0.0012689165
value379,0.0012674128
value367,0.0012473682
value389,0.001237936
value626,0.0012378577
value830,0.0012014882
value451,0.0011925686
value848,0.0011906832
value112,0.0011773445
value423,0.0011693151
value566,0.0011592398
value117,0.0011321972
value470,0.0011287378
value818,0.0011203792
value353,0.0011184129
value181,0.0011164501
value83,0.0011144904
value107,0.0010915686
value589,0.0010902212
value836,0.0010846278
value881,0.0010791295
value119,0.0
value115,0.0
value674,0.0
value675,0.0
value681,0.0
value683,0.0
value680,0.0
value654,0.0
value114,0.0
value682,0.0
value678,0.0
value679,0.0
value676,0.0
value668,0.0
value116,0.0
value662,0.0
value656,0.0
value657,0.0
value658,0.0
value659,0.0
value660,0.0
value661,0.0
value25,0.0
value670,0.0
value655,0.0
value118,0.0
value665,0.0
value113,0.0
value667,0.0
value669,0.0
value666,0.0
value568,0.0
value685,0.0
value714,0.0
value562,0.0
value707,0.0
value708,0.0
value709,0.0
value710,0.0
value24,0.0
value109,0.0
value713,0.0
value715,0.0
value687,0.0
value23,0.0
value717,0.0
value561,0.0
value718,0.0
value106,0.0
value721,0.0
value105,0.0
value723,0.0
value706,0.0
value705,0.0
value704,0.0
value703,0.0
value651,0.0
value688,0.0
value689,0.0
value563,0.0
value690,0.0
value111,0.0
value692,0.0
value693,0.0
value694,0.0
value695,0.0
value696,0.0
value697,0.0
value698,0.0
value699,0.0
value700,0.0
value701,0.0
value702,0.0
value652,0.0
value120,0.0
value650,0.0
value590,0.0
value592,0.0
value593,0.0
value594,0.0
value127,0.0
value595,0.0
value596,0.0
value597,0.0
value598,0.0
value599,0.0
value600,0.0
value124,0.0
value123,0.0
value603,0.0
value604,0.0
value605,0.0
value606,0.0
value607,0.0
value591,0.0
value588,0.0
value649,0.0
value587,0.0
value570,0.0
value571,0.0
