feature,importance
value867,0.07872325
value747,0.064168714
value739,0.029156383
value135,0.028808368
value645,0.027588544
value815,0.026745815
value98,0.0267011
value240,0.025124535
value717,0.023296073
value819,0.021702735
value238,0.018766738
value19,0.018251268
value906,0.017089754
value781,0.014864781
value669,0.014411203
value8,0.014171904
value774,0.01321451
value133,0.01292483
value735,0.01189359
value555,0.011081547
value334,0.011070147
value105,0.009209138
value642,0.008550427
value74,0.006975833
value552,0.0068608373
value585,0.00656589
value357,0.0061169076
value470,0.0055838693
value49,0.0054812287
fault_severity,0.0052020857
value892,0.005090691
value833,0.005062323
value51,0.005028895
value445,0.005023782
value722,0.0047627953
value847,0.0044522295
value881,0.0044160536
value749,0.0044017057
value454,0.00422904
value854,0.0041141827
value726,0.004094693
value359,0.0040166606
value302,0.0040081646
value758,0.004007395
value244,0.0040071164
value265,0.0039395276
value395,0.0038652231
value862,0.003852663
value56,0.0036017192
value482,0.0035270848
value808,0.0034945507
value293,0.0034935554
value756,0.0034749967
value441,0.0034566259
value886,0.0033273268
value138,0.0033017956
value60,0.0032784317
value631,0.0032416682
value469,0.0032131507
value757,0.00314466
value577,0.0031328658
value137,0.0031211565
value34,0.0030905302
value479,0.0030804358
value383,0.0030151417
value318,0.003014668
value727,0.0029755374
value431,0.0029748147
value142,0.0029118154
value831,0.002886776
value43,0.0028560346
value823,0.0028392873
value562,0.0028080242
value280,0.0027847104
value733,0.0027622643
value817,0.0027566692
value253,0.002748868
value901,0.002693191
value127,0.002680254
value480,0.0026705896
value841,0.0026693712
value571,0.0026562747
value776,0.0026335823
value305,0.0025953264
value125,0.0025756797
value184,0.0025428217
value131,0.0025261021
value677,0.0025232611
value752,0.0025156057
value804,0.0024759895
value760,0.0024527498
value208,0.00244581
value605,0.0024419804
value308,0.0024344397
value447,0.0024270632
value863,0.0024165157
value903,0.0024098726
value42,0.0024066654
value444,0.0023889216
value893,0.0023852326
value685,0.0023641568
value679,0.0023627442
value2,0.0023123184
value515,0.0022949276
value157,0.0022913378
value599,0.002273791
value163,0.0022710462
value442,0.0022472865
value462,0.0022373085
value35,0.002233808
value652,0.002194669
value352,0.002163118
value230,0.0021570898
value491,0.0021565256
value158,0.0021537228
value659,0.0020740167
value93,0.0020730656
value114,0.0020471923
value455,0.0020468773
value729,0.0020462074
value718,0.0020437886
value110,0.0020397264
value828,0.0020389329
value732,0.0020230536
value737,0.0020200138
value316,0.0019809422
value55,0.0019793315
value27,0.0019791399
value166,0.001975459
value696,0.0019747785
value53,0.0019697393
value763,0.0019215525
value52,0.0019080391
value179,0.0019073898
value97,0.0019042271
value236,0.0019040239
value724,0.0019010323
value418,0.0019005624
value466,0.0018932754
value438,0.0018930885
value227,0.0018897625
value842,0.0018882278
value58,0.0018870631
value697,0.0018855303
value899,0.0018812766
value32,0.0018621545
value224,0.0018565486
value448,0.0018486964
value489,0.001809268
value459,0.0018053593
value690,0.0017883405
value165,0.0017854148
value47,0.0017824969
value11,0.0017726718
value225,0.0017632281
value478,0.0017467446
value287,0.0017460275
value809,0.0017314526
value602,0.0017289764
value541,0.0017288795
value241,0.0017264078
value45,0.0017206153
value879,0.0017178403
value875,0.0016823285
value25,0.001671404
value289,0.0016644257
value865,0.0016519083
value350,0.0016505669
value860,0.0016437976
value12,0.0016331879
value587,0.001619229
value26,0.0016190736
value433,0.0016125854
value148,0.0016106667
value800,0.0016102302
value816,0.0016077117
value399,0.0016055788
value141,0.0015996371
value212,0.0015894915
value160,0.0015872228
value421,0.0015755382
value15,0.0015698053
value422,0.001562219
value430,0.0015554302
value387,0.0015498464
value66,0.0015319427
value18,0.0015232177
value130,0.0015154892
value167,0.0014847423
value670,0.0014608983
value304,0.0014573575
value742,0.00144361
value457,0.001443391
value278,0.0014412063
value505,0.0014406105
value481,0.0014249231
value630,0.0014113802
value606,0.0013877018
value267,0.001385569
value378,0.0013782899
value84,0.0013507595
value559,0.001345447
value177,0.001343088
value107,0.0013289656
value846,0.0013028173
value797,0.0012814823
value560,0.0012544969
value866,0.0012535469
value673,0.0012468072
value475,0.0012273471
value570,0.0012244586
value87,0.0012239905
value449,0.0012140145
value356,0.0011938076
value640,0.001185598
value648,0.0011766396
value31,0.0011746314
value643,0.0
value644,0.0
value646,0.0
value20,0.0
value647,0.0
value649,0.0
value650,0.0
value549,0.0
value651,0.0
value548,0.0
value550,0.0
value600,0.0
value21,0.0
value641,0.0
value546,0.0
value551,0.0
value24,0.0
value639,0.0
value553,0.0
value638,0.0
value637,0.0
value636,0.0
value554,0.0
value23,0.0
value635,0.0
value556,0.0
value547,0.0
value653,0.0
value634,0.0
value545,0.0
value529,0.0
value530,0.0
value668,0.0
value531,0.0
value667,0.0
value532,0.0
value666,0.0
value665,0.0
value664,0.0
value663,0.0
value533,0.0
value534,0.0
value662,0.0
