id,prob_is_fake,y_pred,y_true
i100_75_4i,0.34331363,0,1.0
i101_77_9i,0.5087736,1,1.0
i107_05_1i,0.54785717,1,1.0
i111_42_2i,0.62862825,1,1.0
i119_90_4i,0.5418387,1,1.0
i124_40_3i,0.5132263,1,1.0
i134_32_7i,0.5810799,1,1.0
i135_20_6i,0.8323049,1,1.0
i1464_53_5i,0.91256654,1,1.0
i1861_32_1i,0.8981932,1,1.0
i191_24_2i,0.7442145,1,1.0
i207_08_9i,0.9831372,1,1.0
i50_07_7i,0.009867493,0,1.0
i51_28_5i,0.19388266,0,1.0
i51_79_6i,0.042678177,0,1.0
i540_73_8i,0.75438046,1,1.0
i608_93_5i,0.9417609,1,1.0
i60_11_7i,0.6954721,1,1.0
i64_17_5i,0.57766074,1,1.0
i67_63_0i,0.89373165,1,1.0
i68_76_8i,0.83157593,1,1.0
i74_87_3i,0.013041243,0,1.0
i75_34_3i,0.4793894,0,1.0
i78_00_2i,0.2618417,0,1.0
i78_92_2i,0.93928313,1,1.0
i79_10_7i,0.8887968,1,1.0
i82_68_8i,0.48760772,0,1.0
i91_59_8i,0.5810799,1,1.0
i95_53_4i,0.69240826,1,1.0
i95_63_6i,0.090879776,0,1.0
i95_94_3i,0.04298982,0,1.0
i98_07_7i,0.5538256,1,1.0
i98_88_4i,0.504282,1,1.0
90915aac-2fa7-4e2d-b758-125c57137fb9,0.12289652,0,0.0
f52c6427-a56d-4e67-9624-86b574bcb6cf,0.17860484,0,0.0
5df81b12-ce3a-42c0-a887-fb6bbe15a355,0.033235833,0,0.0
596b1660-5dea-4728-a60d-8cb2f39b7888,0.08822949,0,0.0
4d42dcb2-4acc-4c2c-b898-783593327413,0.021701578,0,0.0
42569d85-aec7-433a-a3d1-67e16e8044f4,0.018784426,0,0.0
0cdc787e-7346-4d3a-b6e2-e16a30c73a6e,0.0937175,0,0.0
a2605a80-ec99-462b-9a87-a0ab3a0fb901,0.47747776,0,0.0
b3304099-5b97-48eb-b9c8-6924f0f7d024,0.8005152,1,0.0
377aa7b9-7569-43ed-aac9-2bcd94375ab2,0.77460086,1,0.0
bf4fc303-c8b6-4d8e-b743-5c4af1702fb3,0.020343758,0,0.0
91e3ea10-530f-44a1-95a0-c27332384c43,0.82293296,1,0.0
603a2fc2-6cf3-4c53-a971-6227fb30dbc7,0.17188671,0,0.0
f7bf6fed-56a9-46e0-8599-3fd094c17110,0.77597076,1,0.0
5beff322-9511-4cb8-b109-cc503f05cea3,0.2912069,0,0.0
d14d4a5d-7fb9-45dd-b5af-2405c344a49d,0.80703115,1,0.0
99718aae-fcca-426a-917a-9ec62e26d8c8,0.18760888,0,0.0
b4321abc-88f8-43d4-969f-da9fc8814884,0.25637716,0,0.0
9f3e6f8a-eb91-41f9-b5bc-e53bbca94db7,0.15508783,0,0.0
423f93c1-2436-42ad-ba1d-86f9a6d46dac,0.66458136,1,0.0
abde9f4c-6de6-424f-af11-7c51bca35fa4,0.0952031,0,0.0
f5e3e8d7-fc2d-46af-bb32-656238d9fe74,0.26741672,0,0.0
913fe3c1-17ef-4182-8313-635ca1fc2fd5,0.42744195,0,0.0
dce536ab-3fb6-4d31-b128-1175fc6046ff,0.2847891,0,0.0
133c4ce7-080a-42eb-829b-6aedd0fcd6f3,0.1314396,0,0.0
eef0d6d7-ffbc-4463-9b22-67f2b3a5f5b3,0.5560743,1,0.0
b382ea5a-7dae-42a5-80ce-ed1cba196bd2,0.17905766,0,0.0
0e584472-979d-4c34-8ed3-b622d86557b6,0.0101935025,0,0.0
a1de00e6-6027-4ec7-8ada-62dc1554ca9b,0.9646354,1,0.0
b2568967-bc58-4f50-b874-4313d7baa384,0.87071204,1,0.0
3fd401bf-ee09-4443-ad6c-28c3117328d9,0.5241732,1,0.0
7f088fdf-84c8-4adc-ae7c-51d7aa73b2b0,0.40652204,0,0.0
cccf1c32-9f65-4049-bb70-7e5e74385ca9,0.66131973,1,0.0
