id,prob_is_fake,y_pred,y_true
51,0.47286403,0,1.0
52,0.47286403,0,1.0
53,0.5145674,1,1.0
54,0.5145674,1,1.0
55,0.47286403,0,1.0
56,0.5145674,1,1.0
57,0.47286403,0,1.0
58,0.5145674,1,1.0
59,0.47286403,0,1.0
60,0.5145674,1,1.0
61,0.47286403,0,1.0
62,0.5145674,1,1.0
63,0.5145674,1,1.0
64,0.4480266,0,1.0
65,0.5145674,1,1.0
66,0.5145674,1,1.0
130,0.5145674,1,1.0
131,0.47286403,0,1.0
132,0.5145674,1,1.0
133,0.47286403,0,1.0
134,0.5145674,1,1.0
135,0.5145674,1,1.0
136,0.5145674,1,1.0
137,0.5145674,1,1.0
138,0.5145674,1,1.0
139,0.5145674,1,1.0
140,0.5145674,1,1.0
141,0.5145674,1,1.0
142,0.5145674,1,1.0
143,0.47286403,0,1.0
144,0.5145674,1,1.0
145,0.5145674,1,1.0
146,0.5145674,1,1.0
147,0.5145674,1,1.0
148,0.5145674,1,1.0
149,0.5145674,1,1.0
150,0.5145674,1,1.0
151,0.5145674,1,1.0
152,0.5145674,1,1.0
153,0.5145674,1,1.0
154,0.5145674,1,1.0
155,0.47286403,0,1.0
156,0.47286403,0,1.0
157,0.5145674,1,1.0
158,0.47286403,0,1.0
159,0.5145674,1,1.0
160,0.47286403,0,1.0
161,0.47286403,0,1.0
162,0.5145674,1,1.0
163,0.47286403,0,1.0
164,0.5145674,1,1.0
165,0.5145674,1,1.0
166,0.5145674,1,1.0
167,0.5145674,1,1.0
168,0.47286403,0,1.0
169,0.47286403,0,1.0
170,0.47286403,0,1.0
171,0.5145674,1,1.0
408,0.5145674,1,1.0
409,0.5145674,1,1.0
410,0.47286403,0,1.0
411,0.47286403,0,1.0
412,0.5145674,1,1.0
413,0.47286403,0,1.0
414,0.5145674,1,1.0
415,0.47286403,0,1.0
416,0.47286403,0,1.0
417,0.5145674,1,1.0
418,0.5145674,1,1.0
419,0.47286403,0,1.0
420,0.5145674,1,1.0
421,0.5145674,1,1.0
422,0.5145674,1,1.0
423,0.5145674,1,1.0
605,0.5145674,1,1.0
606,0.5145674,1,1.0
607,0.47286403,0,1.0
608,0.47286403,0,1.0
609,0.5145674,1,1.0
610,0.47286403,0,1.0
611,0.5145674,1,1.0
612,0.47286403,0,1.0
613,0.5145674,1,1.0
614,0.47286403,0,1.0
615,0.5145674,1,1.0
616,0.47286403,0,1.0
